name,country_code,company_state_code,region,city,stock_exchange_symbol,stock_symbol,went_public_on, price_usd , price ,price_currency_code, cb_url , ipo_uuid ,uuid
Canopy Growth,CAN,ON,ON,Smiths Falls,tse,WEED,2016-07-27,,,, https://www.crunchbase.com/organization/canopy-growth , 0b6b4b52-e06e-b317-0f99-e931613b210b ,c608ef16-01c5-38f1-d6b2-df3df8f2db83
WideCells Group,GBR,,I2,Manchester,lon,WDC,2016-07-27,,,, https://www.crunchbase.com/organization/widecells-group , 1f699760-f533-415c-8833-322d254114db ,87490329-ebc2-2372-52d2-b707a0d83d52
Dominion Hosting Holding,,,,,bit,DHH,2016-07-26," 10,989,010 "," 10,000,000 ",EUR, https://www.crunchbase.com/organization/dominion-hosting-holding , 2886d92a-2829-cde1-e9cc-249f77fdb46f ,02773966-2540-512e-aa79-82abb00d5e3c
Stampede,IND,,2,Hyderabad,nse,STAMPEDE,2016-07-26,,,, https://www.crunchbase.com/organization/stampede , ba3494f2-1f4d-ba7b-2795-068897b26a86 ,e09229ce-ca41-bd05-32ed-00afbe5fbe17
CommerceHub,USA,NY,NY,Albany,nasdaq,CHUBA,2016-07-25,,,, https://www.crunchbase.com/organization/commercehub , 3edb9960-b0ef-c530-b9a8-4f4f27cd1a33 ,7063494d-ffeb-8b19-187d-3fc05da2ee7f
UCAR,CHN,,30,Tianjin,neeq,838006,2016-07-25," 5,525,220,911 "," 36,900,000,000 ",CNY, https://www.crunchbase.com/organization/ucar , f178e2f3-247d-274c-27e7-f5b32d2638cf ,6e0508c6-f2bc-e06f-28d3-a715931e863b
Aptevo Therapeutics,USA,WA,WA,Seattle,nasdaq,APVO,2016-07-22,,,, https://www.crunchbase.com/organization/aptevo-therapeutics , 9d48debd-7d15-a42a-c0e7-4e0d997d9680 ,dca795a5-43e9-4619-fadd-6548aab38f2e
Continental,DEU,,6,Hanover,bit,CON,2016-07-22,,,, https://www.crunchbase.com/organization/continental-ag , c31243a5-5ea6-443c-9ddf-508ff052e9a6 ,f82127e6-3f7d-1ed0-4906-a61daf4135b0
ENGIE Brazil,BRA,,21,Rio De Janeiro,bvmf,EGIE3,2016-07-22,,,, https://www.crunchbase.com/organization/engie-brazil , cbe2bf8c-af09-4542-acc9-92a120ee9652 ,91aa3433-008e-4354-b138-36ebf4110ed7
GenSight Biologics,FRA,,A8,Paris,epa,SIGHT,2016-07-22,,,, https://www.crunchbase.com/organization/gensight-biologics , 7c60eb63-1d76-499f-a066-17d2fc9e17f3 ,63f8ce35-7679-04f9-097f-7dfcb3dac713
GoviEx Uranium Inc.,CAN,BC,BC,Vancouver,cve,GXU,2016-07-22,,,, https://www.crunchbase.com/organization/goviex-uranium-inc , 031563f1-ae5d-4b83-8716-b2f1eb7d735b ,0204c7fb-9a41-4d8a-b6d5-fb941ca18a0e
L&T Infotech,USA,NJ,NJ,Edison,nse,LTI,2016-07-22,,,, https://www.crunchbase.com/organization/l-t-infotech , 803a05f3-accb-2a16-c8d2-8b2b4a7a7c7c ,cc98e3e3-7998-6af4-a84f-44ded7f00884
TPI Composites,USA,AZ,AZ,Scottsdale,nasdaq,TPIC,2016-07-22,,,, https://www.crunchbase.com/organization/tpi-composites , 5cf956b2-a6c4-cfd6-8b9b-2028095f3d01 ,3a342557-4678-dbb1-fc87-e354994274ec
Impinj,USA,WA,WA,Seattle,nasdaq,PI,2016-07-21," 320,000,000 ",,, https://www.crunchbase.com/organization/impinj , bc6df2e5-adfa-1802-b08c-339e4b92bd6b ,39b98176-23ab-b870-2074-301e10e87739
Patheon,USA,NC,NC,Raleigh,nyse,PTHN,2016-07-21," 3,000,000,000 ",,, https://www.crunchbase.com/organization/patheon , 34794164-34bd-d858-8fd2-3cf3f92fdda4 ,56cc4deb-1e8f-1d89-d3ec-dcc500bb965f
FGL Holdings,CYM,,3,Grand Cayman,nyse,FG,2016-07-20,,,, https://www.crunchbase.com/organization/cf-corporation , 13b15d9e-f33c-0566-26fc-282828d50b51 ,12a45fa2-8bb5-ac57-7470-2e64a127884a
Oventus Medical,AUS,,4,Brisbane,asx,OVN,2016-07-20,,,, https://www.crunchbase.com/organization/oventus-medical-usa , 8dd2692b-8c39-80e5-7122-510d6b51fc4c ,8e5b2d44-a5f9-ee77-608f-3828d51602b7
Line Corporation,JPN,,40,Tokyo,tyo,3938,2016-07-19,,,, https://www.crunchbase.com/organization/line-corporation , d0a40cbf-d09f-dc92-ae3f-dd767adee2d1 ,d4bbac7b-c855-a1d3-11fb-f95ecfa0c94f
Basic-Fit,NLD,,7,Hoofddorp,ams,BFIT,2016-07-17,,,, https://www.crunchbase.com/organization/basic-fit , e7a780ca-8452-44b2-8a29-9783b20a5dfe ,2df814b2-0c7d-9807-3342-e3cbf766683c
China Logistics Property Holdings,CHN,,23,Shanghai,hkg,1589,2016-07-15,,,, https://www.crunchbase.com/organization/china-logistics-property-holdings , 0899238b-691f-4dca-81c2-510a9ce4ebb5 ,1b182b67-7b07-45e8-a3ee-9799b1e1309a
Cronos Group,CAN,ON,ON,Toronto,nasdaq,CRON,2016-07-15,,,, https://www.crunchbase.com/organization/cronos-group-93d4 , 31ebb47c-cb34-4ac0-adca-eec919607198 ,a72b260a-b32e-46f2-b3bf-76dd88a193d4
ENERTIME,FRA,,A8,Courbevoie,epa,ALENE,2016-07-15,,,, https://www.crunchbase.com/organization/enertime-2 , 10d03dc5-3410-420b-97fe-7df3c237656c ,beb6902e-168f-b67b-d7f9-9515af020f09
Escape Hunt,GBR,,H9,London,lon,ESC,2016-07-15,,,, https://www.crunchbase.com/organization/escape-hunt-luxembourg , ccae5247-9712-4326-ae5d-a3dbc300fb9f ,a1d07be6-2c95-22d9-2fb3-e84a743bdf14
Kneat,IRL,,16,Limerick,cve,KSI,2016-07-15,,,, https://www.crunchbase.com/organization/klondike-silver , 8032d9c7-c8c4-4b93-9117-2d30c804d325 ,eac0b6d1-1ce2-4d4f-97e3-ae577876f962
Line Corporation,JPN,,40,Tokyo,nyse,LN,2016-07-15," 6,896,230,000 ",,, https://www.crunchbase.com/organization/line-corporation , 6ad7c93a-bad5-de57-1bb3-154870022ee8 ,d4bbac7b-c855-a1d3-11fb-f95ecfa0c94f
Tornado Global Hydrovacs,CAN,AB,AB,Calgary,cve,TGH,2016-07-15,,,, https://www.crunchbase.com/organization/tornado-global-hydrovacs , 5a91f935-345f-4576-8f6f-15ba30777bc9 ,1c8c9869-f395-4d69-b1d8-fbb5a9cf9720
Vietnam Enterprise Investment,VNM,,,Ho Chi Minh City,lon,VEIL,2016-07-15,,,, https://www.crunchbase.com/organization/vietnam-enterprise-investment , 9d596ab9-2b1e-467a-af31-bad30073c36b ,ae066a2a-3db5-455c-92d7-7cf990a097e1
Yatra,IND,,10,Gurgaon,nasdaq,YTRA,2016-07-15,,,, https://www.crunchbase.com/organization/yatra-online , 7d9ba87b-5021-7c37-17c7-c89d36ff4114 ,5875d6a4-e154-c0cb-4c3a-3afb0c24fbc8
GenSight Biologics,FRA,,A8,Paris,nasdaq,GNST,2016-07-13," 263,464,771 "," 237,368,586 ",EUR, https://www.crunchbase.com/organization/gensight-biologics , fa817229-5d15-6601-aa0c-1fb817af8723 ,63f8ce35-7679-04f9-097f-7dfcb3dac713
Euromax Resources,GBR,,H9,London,tsx,EOX,2016-07-11,,,, https://www.crunchbase.com/organization/euromax-resources , bfb7ae57-9f55-405f-b6d9-df0114bd7233 ,5e0984c7-14f9-ad00-96aa-1d73227ec9ea
HarborOne Bank,USA,MA,MA,Brockton,nasdaq,HONE,2016-07-08,,,, https://www.crunchbase.com/organization/harborone-bank , b1bcd96b-3c5e-4fec-9806-f8e6c2579e3a ,aebe63f2-6fa0-4708-8f13-f02e66ca36d3
Innovate Biopharmaceuticals,USA,NC,NC,Raleigh,nasdaq,INNT,2016-07-08,,,, https://www.crunchbase.com/organization/innovate-biopharmaceuticals , e2f49d40-282e-4131-a30e-776057ab3843 ,1463e22c-626a-0f12-3a1f-fd0996782767
Kogan,AUS,,7,South Melbourne,asx,KGN,2016-07-08,,,, https://www.crunchbase.com/organization/kogan-technologies , 2fa0847f-a5a0-406b-af42-aa4f1cf750eb ,9ae2377e-7f54-8015-9d96-814e08499443
Monster Digital,USA,CA,CA,California City,nasdaq,MSDI,2016-07-08,,,, https://www.crunchbase.com/organization/monster-digital , 40238e69-5bd9-5ebf-22ce-1e4ed2366655 ,6466ff99-82ad-033d-fa54-b3a3708e5f7f
Immunicum AB,SWE,,28,Gothenburg,sto,IMMU,2016-07-07,,,, https://www.crunchbase.com/organization/immunicum-ab , 9f2badf1-5899-0416-9b24-85f9bc1bdc46 ,6c21ecbb-0cd8-75ac-1c01-2b898d089388
Nvoi Ltd,AUS,,2,Sydney,asx,NVO,2016-07-07,,,, https://www.crunchbase.com/organization/nvoi , bcb54cf5-2152-c047-2f95-bbdcd812b038 ,ced33888-1e1c-8b96-1208-79ec67b3befa
Safe-T,ISR,,5,Herzliya,tlv,SAFE,2016-07-07,,,, https://www.crunchbase.com/organization/safe-t , 9812a52a-c3ec-433c-8ccd-3b1ed19db02f ,ee2f275f-c3df-73ca-94cf-4d71daa59397
Shandong Linglong Tyre,CHN,,7,Shandong,sha,601966,2016-07-07,,,, https://www.crunchbase.com/organization/shandong-linglong-tyre , 3029fc0a-8543-443e-9337-77b7a62f5611 ,3318232d-0cbe-b8d9-8daf-4cdc219268a3
SysGroup PLC,GBR,,H8,Liverpool,lon,SYS,2016-07-07,,,, https://www.crunchbase.com/organization/sysgroup-plc , f6ce152c-1983-4050-bb2d-59d9438bd83b ,3231865e-1d8c-40de-8169-25c779dbd0bc
Yellow Cake plc,GBR,,H9,London,lon,YCA,2016-07-06,,,, https://www.crunchbase.com/organization/yellow-cake-plc , c04692ae-ffb2-49c9-bd23-b407a9cbf037 ,b3596424-69eb-4e43-aed1-04d3421af68b
Damodar Industries Limited,,,,,nse,DAMODARIND,2016-07-05,,,, https://www.crunchbase.com/organization/damodar-industries-limited , 052593b0-8ef7-3263-c750-c2ff6c788083 ,d49dee6c-48fd-b817-2b2a-8a3acd35967d
GlobeImmune,USA,CO,CO,Louisville,otcpink,GBIM,2016-07-05,,,, https://www.crunchbase.com/organization/globeimmune , 35bd8eff-4dd4-47e2-a834-6e1dce31ac9d ,34d12d22-9d92-287e-09e3-44595c38ee9c
PositiveID,USA,FL,FL,Delray Beach,otcqb,PSID,2016-07-05,,,, https://www.crunchbase.com/organization/positiveid , f24cc00e-5092-6383-d0e2-3dd3a36aab11 ,fb229d37-a527-3e44-5ab9-fe0256fb8a68
Cerinnov,CAN,ON,ON,Limoges,epa,ALPCV,2016-07-01,,,, https://www.crunchbase.com/organization/cerinnov , baebcb9a-0b23-4fe5-9236-e8b8e5ca7759 ,596aa42f-be6c-42cc-95ea-ad7563cd09c0
Comptoir Group PLC,GBR,,G5,Dartford,lon,COM,2016-07-01,,,, https://www.crunchbase.com/organization/comptoir-group-plc , 91cebe1d-ddab-4982-bad6-05828b409e47 ,e527437d-19fa-48df-8e66-81b102ed9349
Shaver Shop,AUS,,4,Victoria Park,asx,SSG,2016-07-01,,,, https://www.crunchbase.com/organization/shaver-shop , ed8809a0-45d2-4ffa-a27b-c337018711c5 ,db7e69a4-9776-450a-be7c-282fee76ec1c
Intuit,USA,CA,CA,Mountain View,bmv,INTU,2016-06-30,,,, https://www.crunchbase.com/organization/intuit , 9007b78c-da8c-4bca-b293-f35caa09cc87 ,fbef6457-9149-72cf-af57-7cfbe15c05f8
Syros Pharmaceuticals,USA,MA,MA,Watertown,nasdaq,SYRS,2016-06-30,,,, https://www.crunchbase.com/organization/syros-pharmaceuticals , 75be8518-1f9c-2f73-320e-e08b1a5cfeb9 ,86f83ef9-d65d-8cb1-0ac1-6b874ed42d5c
Sungevity,USA,CA,CA,Oakland,nasdaq,SGVT,2016-06-29,,,, https://www.crunchbase.com/organization/sungevity , c60633cb-f7ea-fcfa-809e-95949aedfd32 ,cf2c17a8-8b14-1cb3-0a0d-d2ced2f68ccb
RHB Bank Berhad,MYS,,14,Kuala Lumpur,klse,RHBBANK,2016-06-28,,,, https://www.crunchbase.com/organization/rhb-bank-berhad-llc , e18918e7-40f8-8816-90f7-4ec901ca5a75 ,a9d38350-be4c-5bf7-7778-c7e82822a42c
Accrol Papers,GBR,,H2,Lancaster,lon,ACRL,2016-06-24,,,, https://www.crunchbase.com/organization/accrol-papers , 02a9cb6b-d09f-4b44-9f5b-89702ced8d26 ,a58c2718-04aa-4545-8ed4-106a62e5da1f
Applydirect,AUS,,7,Kew,asx,AD1,2016-06-24," 34,000,000 ",,, https://www.crunchbase.com/organization/applydirect , 78aba4eb-fe4e-437b-b9a8-e37b8e1d4350 ,af72ed97-c443-4aa5-b0f3-c0fca1ad2009
Australian Unity Office Fund,AUS,,7,South Melbourne,asx,AOF,2016-06-24,,,, https://www.crunchbase.com/organization/australian-unity-office-fund , d6ef64f1-fd09-4bfb-9ed9-5b15d794bf6f ,c5159d41-625d-4da4-bc51-029e39639513
Fortive,USA,WA,WA,Everett,nyse,FTV,2016-06-24,,,, https://www.crunchbase.com/organization/fortive , d093eeb0-87ff-c342-f92d-7537483923ec ,a0741fa8-fe9b-80c2-73b0-e4ba16fc4aa5
Française de l'Energie,FRA,,B2,Forbach,epa,LFDE,2016-06-24,,,, https://www.crunchbase.com/organization/française-de-l-energie , 37b64762-e4f7-4225-a8ed-e04e4cc84e65 ,11eaef9d-dcdf-4a38-9202-4be1e77ad0f4
MyBucks,LUX,,3,Luxembourg,fra,MBC,2016-06-24,,,, https://www.crunchbase.com/organization/mybucks , e53067c0-465a-9f8c-e9d9-73e27ed337c0 ,29b18414-49f2-ee4a-80d4-f6686780a4dc
Max Ventures and Industries Ltd,IND,,36,Noida,nse,MAXVIL,2016-06-23,,,, https://www.crunchbase.com/organization/max-ventures-and-industries-ltd , 2e119961-2365-2ad6-d9f7-1505c61040b5 ,a1d42bb2-814a-ae2c-4d40-1d60ad1c2bf3
Twilio,USA,CA,CA,San Francisco,nyse,TWLO,2016-06-23," 1,960,000,000 ",,, https://www.crunchbase.com/organization/twilio , f74bc4cc-501f-95a6-9ebe-9d64a40c2a16 ,b2d5980b-bccb-a961-f0ac-6e4e46b30ede
DroneShield,AUS,,2,Sydney,asx,DRO,2016-06-22," 15,042,446 "," 20,000,000 ",AUD, https://www.crunchbase.com/organization/droneshield , 337ee40b-f0e0-1b8c-ac98-aeb884637763 ,b1264b9e-a2a3-72cd-4def-afa8c2dc13f5
Selecta Biosciences,USA,MA,MA,Watertown,nasdaq,SELB,2016-06-22," 249,200,000 ",,, https://www.crunchbase.com/organization/selecta-biosciences , d8d1a9e2-d1b6-2d04-3227-4461e1ac052f ,f7db74f0-c392-c0f8-15de-fe6a07fae548
9 Spokes,NZL,,E7,Auckland,asx,9SP,2016-06-17,,,, https://www.crunchbase.com/organization/9-spokes , 088d93fd-a6af-ac20-31e4-7c3fd41fa7c9 ,f79f4b24-ebb7-efb8-95ef-4645c8f8b321
Arman Financial Services,IND,,9,Ahmedabad,nse,ARMANFIN,2016-06-17,,,, https://www.crunchbase.com/organization/arman-financial-services , fc95ebf9-b1d8-4a7b-af91-ee3b57ca8b56 ,b77b8f63-6be9-44d5-8872-b27f78ebbd4c
ASR Nederland,NLD,,9,Utrecht,ams,ASRNL,2016-06-17,,,, https://www.crunchbase.com/organization/asr-nederland , 10f189a0-a39a-45d0-8202-a10648826e54 ,e0c57101-53ca-44dc-9f92-40a27df2396c
Clean Commodities Corp,CAN,BC,BC,Vancouver,cve,CLE,2016-06-17,,,, https://www.crunchbase.com/organization/clean-commodities-corp , 76731102-0ef1-4988-ae08-706ab1cdb37b ,5584fea1-dad5-4eb1-b209-d915ee765ec5
Draper Esprit,GBR,,H9,London,lon,GROW,2016-06-17," 173,000,000 ",,, https://www.crunchbase.com/organization/draper-esprit , 385ce620-2876-90e7-8d36-b44e09254350 ,7eb2cae7-3762-803e-4dc2-61b3f424d317
Graphex Mining,AUS,,8,Perth,asx,GPX,2016-06-17,,,, https://www.crunchbase.com/organization/graphex-mining , 24d02e77-1647-4d25-8c53-aee4c8462fd2 ,39e55d82-53ed-4fa9-9441-742d0d07c5c4
Outlook Therapeutics,USA,NJ,NJ,Cranbury,nasdaq,ONS,2016-06-15,,,, https://www.crunchbase.com/organization/oncobiologics , 6358cfc1-448b-aecf-c6ef-bd48846c9614 ,74ac14cd-9777-e56d-4609-c84c2b233b09
Kew Media Group,CAN,ON,ON,Toronto,tse,KEW,2016-06-14,,,, https://www.crunchbase.com/organization/kew-media-group , 04dacdb1-e0cb-807c-cbe6-3ce83d20a76c ,d6be333a-a70a-d35a-42c1-546354fcc72e
Noxel,SGP,,,Singapore,otcpink,NOXL,2016-06-14,,,, https://www.crunchbase.com/organization/noxel , 461df76b-4f0e-b827-1f21-557c82ea2001 ,eadef711-3d10-3bbe-5aa2-7eedf8b53592
Time Out Group plc,GBR,,H9,London,lon,TMO,2016-06-14,,,, https://www.crunchbase.com/organization/time-out-group , 20daa8b8-6794-4750-b265-4835fcd6e2fd ,13eb7353-940e-a643-4eec-a6e9b041d52c
Symbid,NLD,,11,Rotterdam,otcbb,SBID,2016-06-13," 34,692,068 ",,, https://www.crunchbase.com/organization/symbid , 5cfa1258-0e25-b0de-6a72-baeaff2e0145 ,ea33d6e2-fee4-0722-c656-adefb8c9f844
51Talk,CHN,,22,Beijing,nyse,COE,2016-06-10,,,, https://www.crunchbase.com/organization/51talk , 219471ef-0e66-b366-b0d7-9be416a54005 ,e8e57111-4018-94af-36eb-9c980fc69bff
Brightlane Corp.,USA,TX,TX,Houston,otcqb,BTLN,2016-06-10,,,, https://www.crunchbase.com/organization/brightlane-corp , a1ca00d3-b473-487a-ba23-80cdf33177b1 ,a0fd2c69-d1c9-4906-967a-a680de2a86df
Brookfield Business Partners,BMU,,3,Hamilton,tse,BBU.UN,2016-06-10,,,, https://www.crunchbase.com/organization/brookfield-business-partners , a1636d4c-69d5-2787-7d60-720801db700b ,e021a7d7-881c-1d7f-66e2-b8d31aff9ae6
Ecolomondo,CAN,QC,QC,Montréal,cve,ECM,2016-06-10,,,, https://www.crunchbase.com/organization/ecolomondo , f87ee3cf-be8c-40c5-b92d-cbd0f65eef0c ,fead6869-73bf-4b18-9ef3-7a616056b2bb
Invesque,USA,IN,IN,Carmel,tse,IVQ.U,2016-06-10,,,, https://www.crunchbase.com/organization/invesque , 66e3790c-9e10-4df2-b332-63309c37fe04 ,010e6a7f-7356-4823-8c05-af2b0e8bb1e2
LiveHire,AUS,,7,Melbourne,asx,LVH,2016-06-10," 40,000,000 ",,, https://www.crunchbase.com/organization/livehire , 99107cfa-b111-c9d0-b129-b4eb30aa433b ,ba793bb1-a36b-79c3-6b87-6c4c50b696a7
blockescence plc,MLT,,,Valletta,etr,BCK,2016-06-09,,,, https://www.crunchbase.com/organization/blockescence-plc , ccee63a0-25bc-44d2-b6d7-b65342490bf1 ,b5276bfd-8f37-4f7b-9951-d2866e2309d8
Mereo Biopharma,GBR,,H9,London,lon,MPH,2016-06-09," 206,000,000 ",,, https://www.crunchbase.com/organization/mereo-biopharma , e5840f22-e615-60e0-e112-a1f4e2156e97 ,e3b218d6-76e5-6b6f-1f5f-b0b11e7cfa93
Miramar Labs,USA,CA,CA,Sunnyvale,otcqb,MIRA,2016-06-08,,,, https://www.crunchbase.com/organization/miramar-labs , 98fcf568-b16b-89a0-a749-7dc1817093dd ,8ee1fd64-1206-0019-2502-11f560a7d1e1
Tharisa,ZAF,,,Bryanston,lon,THS,2016-06-08,,,, https://www.crunchbase.com/organization/tharisa , 620e7560-c888-4e23-9ff9-cd4bdced251d ,bc2d4637-0189-413a-a688-2fe8fae89544
"Argentum 47, Inc.",ARE,,3,Dubai,otcqb,ARGQ,2016-06-06,,,, https://www.crunchbase.com/organization/global-equity-international , fe102977-d703-16d2-141b-af547de0574a ,41807cff-10f4-8da4-2351-1ff00ca29e0b
Paragon Shipping,GRC,,35,Voúla,otcqb,PRGNF,2016-06-06,,,, https://www.crunchbase.com/organization/paragon-shipping , ec5ef3d1-5259-4ded-8ea8-74d02a6c5d64 ,9dc0f26f-d623-efb0-953b-91ce179f3fd3
Protea Biosciences Group,USA,WV,WV,Morgantown,otcqb,PRGBQ,2016-06-06,,,, https://www.crunchbase.com/organization/protea-biosciences-group , a0b78691-a1bb-0ba2-8af5-9190ceab1ba2 ,cdfe6887-9d01-d561-4503-2d8213a8b5f8
Cotiviti,USA,GA,GA,Atlanta,nyse,COTV,2016-06-03,,,, https://www.crunchbase.com/organization/cotiviti-corp , f22947a6-6340-174f-7710-312b3554fa60 ,098208ef-f827-1c00-fcd8-a3fdd5a3bc80
Directa Plus,GBR,,H9,London,lon,DCTA,2016-06-03,,,, https://www.crunchbase.com/organization/directa-plus , c9b973c5-5013-46e9-907e-6a8a1fece884 ,de329a7a-3604-1f84-3d8a-047f013e2b77
ForFarmers,NLD,,3,Lochem,ams,FFARM,2016-06-03,,,, https://www.crunchbase.com/organization/forfarmers , 2642f7f2-a0cf-4f89-81d7-6858c8ff309c ,0894a995-01f8-4a38-9065-63b3eb174698
Joules Group,GBR,,H5,Market Harborough,lon,JOUL,2016-06-03,,,, https://www.crunchbase.com/organization/joules-group , 66e12bf2-905d-49e2-b740-fabaf8fdb538 ,f0799622-dbf3-4cde-bd0a-938357671fec
Maisons du Monde,FRA,,B5,Vertou,epa,MDM,2016-06-03,,,, https://www.crunchbase.com/organization/maisons-du-monde , 0da869c9-2d29-4a98-983c-7289f23fdf2c ,2cee6acc-0114-43d6-b703-e567e334f071
NantHealth,USA,CA,CA,Culver City,nasdaq,NH,2016-06-03," 1,650,000,000 ",,, https://www.crunchbase.com/organization/nanthealth , 63da011a-ab7f-d3dc-b7a9-ed181e9e7300 ,88cf9f41-b3ad-8d14-e537-0f714a1599f2
Sector 5,USA,VA,VA,Alexandria,otcmkts,SFIV,2016-06-03,,,, https://www.crunchbase.com/organization/sector-5-inc , 0f2bb510-cb1d-4b3a-93d4-b81148658522 ,40425de9-d5ac-4ac6-94f1-bbcbe03d200b
Sensus Healthcare,USA,FL,FL,Boca Raton,nasdaq,SRTS,2016-06-03,,,, https://www.crunchbase.com/organization/sensus-healthcare , 5c52c2c4-f0f7-accf-2d34-572efff5b3a3 ,5b980ae0-a149-2247-eba0-49de20902636
Signify,NLD,,7,Amsterdam,ams,LIGHT,2016-06-03,,,, https://www.crunchbase.com/organization/philips-lighting , 61f6567d-4542-45f2-9bf3-bd204ad7977d ,89bceb0d-2371-419d-bcf0-a221d8e144c2
US Foods,USA,IL,IL,Rosamond,nyse,USFD,2016-06-03,,,, https://www.crunchbase.com/organization/us-foods , ed11df3f-0f47-a7f1-1f0e-eefe492b5abd ,828e1492-372b-a957-c8d8-fe2866c74f33
Vegalab,USA,FL,FL,North Palm Beach,otcmkts,VEGL,2016-06-03,,,, https://www.crunchbase.com/organization/vegalab , ae9e082d-57c7-4e42-8aaa-31e430110c11 ,00c15285-c010-4e38-aa0e-17646ac1d19b
wee.com,CHE,,15,Kreuzlingen,epa,MLWEE,2016-06-03,,,, https://www.crunchbase.com/organization/wee-com , 93768d28-c3af-411c-9ae3-70ce52db71ad ,b30c9535-0272-4544-b666-6584ace141e8
Academedia AB,,,,,sto,ACAD,2016-06-02,,,, https://www.crunchbase.com/organization/academedia-ab , 266132ae-05a8-83b1-13db-422e7a30161c ,57ac5495-cdc7-fa58-1097-a522da615ed6
Clearside Biomedical,USA,GA,GA,Alpharetta,nasdaq,CLSD,2016-06-01,,,, https://www.crunchbase.com/organization/clearside-biomedical , 757094ce-1d4d-2b41-9f4b-a00395ed9ea8 ,8e8db23c-8a6f-bdbc-abcf-36a03a927392
Moleculin,USA,TX,TX,Houston,nasdaq,MBRX,2016-06-01,,,, https://www.crunchbase.com/organization/moleculin , da8a3e6b-04b6-6a50-5ab0-98329214c8d3 ,9fb23572-cb12-1635-da14-9c48dc2d56d6
AC Immune,CHE,,23,Lausanne,nasdaq,ACIU,2016-05-31,,,, https://www.crunchbase.com/organization/ac-immune-sa , 014744b3-2316-a21f-f3d7-92d1aeeff812 ,c24078c7-d8d4-820f-9ca6-a727abada7cd
Nordstrom,USA,WA,WA,Seattle,bmv,JWN,2016-05-31,,,, https://www.crunchbase.com/organization/nordstrom , 56154e72-8129-4fcb-9654-5b44dadbe942 ,16420710-f867-330f-5274-53dfdc6fcab5
The Qt Company,NOR,,12,Oslo,hel,QTCOM,2016-05-31,,,, https://www.crunchbase.com/organization/the-qt-company , 6f13936e-72db-e46a-643a-0fdce4fbabb9 ,d3862958-3e14-1b31-c02d-532f9ea35c18
Pulse Biosciences,USA,CA,CA,Hayward,nasdaq,PLSE,2016-05-27,,,, https://www.crunchbase.com/organization/pulse-biosciences , 54a3ed68-7503-44ab-b5fe-48fb270b6aaa ,82dca2f8-ee89-5953-3cea-4cd4561ac3d8
Targeted Microwave Solutions,CAN,BC,BC,Vancouver,cve,TMS,2016-05-27,,,, https://www.crunchbase.com/organization/targeted-microwave-solutions , 34865584-253c-4e0a-838f-69e7cd939072 ,a8dadd92-2afa-4529-ae91-400624f3917c
Reata Pharmaceuticals,USA,TX,TX,Irving,nasdaq,RETA,2016-05-26,,,, https://www.crunchbase.com/organization/reata-pharmaceuticals , 78dcd032-8ce7-e1ee-418a-a49a17edf06f ,c2fabdb6-78a1-6e74-978f-e12bfa159ba7
Identillect Technologies,USA,CA,CA,Irvine,cve,ID,2016-05-25,,,, https://www.crunchbase.com/organization/identillect-technologies , 2e383cdb-9cdb-4ac9-a68e-2ee2f917ad3a ,1c8dd10c-614d-811b-8c28-34ee70bbaca0
Kerlink,FRA,,A2,Rennes,epa,ALKLK,2016-05-25,,,, https://www.crunchbase.com/organization/kerlink , 7a935736-c20a-3a04-3513-fb7cc527c577 ,2c66872f-cf9b-815c-6ee6-018f19d1fd27
Midland States Bank,USA,IL,IL,Effingham,nasdaq,MSBI,2016-05-25,,,, https://www.crunchbase.com/organization/midland-states-bank , b5b8017f-1cce-0371-4764-d38980896141 ,652ec1a2-2313-4f33-8459-23fb3d507177
LINN Energy,USA,TX,TX,Houston,otcpink,LNGG,2016-05-24,,,, https://www.crunchbase.com/organization/linn-energy , 8ae88012-ab12-43a5-a6f7-402538bb630d ,c5927a18-abed-fff2-4946-073188ee538f
ASIT biotech,FRA,,A3,Brunelles,ebr,ASIT,2016-05-20,,,, https://www.crunchbase.com/organization/asit-biotech , 51bfcd30-d997-4210-9eb0-2e2cff3874ed ,29e48577-005b-4103-bec1-4a99da245f9b
Green & Smart Holdings,MYS,,14,Kuala Lumpur,lon,GSH,2016-05-20,,,, https://www.crunchbase.com/organization/green-smart-holdings , 8e051f38-94e8-4520-86e5-49d7d4358c5a ,9322fa55-4e8d-4b3e-9545-573e8da97024
Hotel Chocolat Group plc,GBR,,A3,Royston,lon,HOTC,2016-05-20,,,, https://www.crunchbase.com/organization/hotel-chocolat-group-plc , 788e95ec-f210-4d5e-841a-2e7d2824c4d3 ,5f053b76-0f2a-4092-9162-1868d58dfb53
Merus,NLD,,9,Utrecht,nasdaq,MRUS,2016-05-20,,,, https://www.crunchbase.com/organization/merus , bec4888a-37f2-aa5f-05b8-2f7af2316bbd ,88132a71-41b9-82de-c508-e38b663d6618
Motorpoint Group,GBR,,D2,Derby,lon,MOTR,2016-05-20,,,, https://www.crunchbase.com/organization/motorpoint-group , d095a964-19c6-402a-80d3-18152a79d198 ,698b808a-e7b9-48c3-b188-2cd1e357d261
Parag Milk Foods,IND,,16,Mumbai,nse,PARAGMILK,2016-05-20," 269,000,000 ",,, https://www.crunchbase.com/organization/parag-milk-foods , d3bb5b23-dc01-a7f5-59da-dd48d7627afe ,1bb4e4e2-3bca-9c61-27a7-485bee031a33
