name,country_code,company_state_code,region,city,stock_exchange_symbol,stock_symbol,went_public_on, price_usd , price ,price_currency_code, cb_url , ipo_uuid ,uuid
DPtech Technologies,CHN,,23,Shanghai,sse,300768,2019-04-12,,,, https://www.crunchbase.com/organization/dptech-technologies , 6b9f0f31-3b71-422c-a2d9-4ba6184ad0b5 ,650c6017-f884-4941-ba07-d2eedf5ebbcf
Jumia Group,NGA,,5,Lagos,nyse,JMIA,2019-04-12,,,, https://www.crunchbase.com/organization/jumia-group , 39f9558c-6b1e-47ec-a352-897c5f59a435 ,35a24fe1-1b9e-4b17-9338-a80727b2ed83
Network International,ARE,,3,Dubai,lon,NETW,2019-04-11," 2,856,049,847 "," 2,180,000,000 ",GBP, https://www.crunchbase.com/organization/network-international , 0b76277e-ffcd-417c-bfe3-396625cb18de ,3f6f97eb-c43a-af98-7fc6-b2ed84e0ec8c
Adevinta,NOR,,12,Oslo,ose,ADEA,2019-04-10," 6,200,000,000 ",,, https://www.crunchbase.com/organization/adevinta , 4d40a3dd-4b75-4e03-92ae-b81107e9621e ,10e87deb-e36e-44fe-b688-b291c8806bee
PagerDuty,USA,CA,CA,San Francisco,nyse,PD,2019-04-10," 1,766,000,000 ",,, https://www.crunchbase.com/organization/pagerduty , 5b40472d-4ad1-474c-bc07-87fa128cbe01 ,143764d8-9c9b-701f-7350-00b85f6cd2a7
Tufin,USA,MA,MA,Boston,nyse,TUFN,2019-04-10," 453,600,000 ",,, https://www.crunchbase.com/organization/tufin , 45ce2a37-7baf-46c4-8845-803bd59dddc0 ,712edc41-97fc-b782-84a6-6943bd6d3474
Replay Acquisition Corp.,USA,NY,NY,New York,nyse,RPLA.U,2019-04-08,,,, https://www.crunchbase.com/organization/replay-acquisition-corp , 304bf3d0-bf49-4e5e-87f9-9d86a1da21a8 ,416dbfd3-4c10-4718-8c05-17df2cc43f30
Guardion Health Sciences,USA,CA,CA,San Diego,nasdaq,GHSI,2019-04-05," 82,250,000 ",,, https://www.crunchbase.com/organization/guardion-health-sciences , cec37bab-cf44-4939-a73d-c12f904de2ad ,1fb41cc1-6a2a-291d-2f05-03a9c5869354
SunRice,AUS,,2,Sydney,asx,SGLLV,2019-04-05,,,, https://www.crunchbase.com/organization/sunrice , 8586b767-ffbc-4ca5-970e-cb4d20169767 ,a40536db-0edd-42d1-9772-d86f6b807d59
NGM Biopharmaceuticals,USA,CA,CA,South San Francisco,nasdaq,NGM,2019-04-04," 1,038,000,000 ",,, https://www.crunchbase.com/organization/ngm-biopharmaceuticals , 48f5ff1d-e77b-4f72-ba32-5fad67f9df47 ,5dfc069c-4a9e-6ea6-39de-877ac2e25183
Ruhnn Holding Limited,CHN,,2,Hangzhou,nasdaq,RUHN,2019-04-03,,,, https://www.crunchbase.com/organization/ruhnn-holding-limited , 364628eb-b59f-4b81-8923-8a8a6d3e11ba ,77ca4786-9979-418e-9ac9-a11e8053b648
Silk Road Medical,USA,CA,CA,Sunnyvale,nasdaq,SILK,2019-04-03," 604,000,000 ",,, https://www.crunchbase.com/organization/silk-road-medical , 6ddff912-2e2b-4fac-b75a-4d0dca20811b ,7677746a-ff9e-16c7-d4c3-3801a2dea6f8
Tradeweb,USA,NY,NY,New York,nasdaq,TW,2019-04-03,,,, https://www.crunchbase.com/organization/tradeweb , 399de6c4-f27d-44c3-81be-59f534882481 ,f995acff-d063-e519-f36d-28293b4c82d6
Powerbridge Technologies,CHN,,30,Zhuhai,nasdaq,PBTS,2019-04-02,,,, https://www.crunchbase.com/organization/powerbridge-technologies , d53922b1-1cb6-40a6-8b25-9320b8cdaa47 ,4424de8a-28a5-4dac-b418-8676f33b2f38
Sanmei Chemical Incorporated Company,CHN,,2,Hangzhou,sse,603379,2019-04-02,,,, https://www.crunchbase.com/organization/sanmei-chemical-incorporated-company , 9ae5cfd0-f25d-4f81-b47b-7737d63a5af7 ,41ca9183-441c-4715-8ae3-72b77d972a79
Ecofibre,USA,KY,KY,Cynthiana,asx,EOF,2019-03-29," 219,164,479 "," 309,000,000 ",AUD, https://www.crunchbase.com/organization/ecofibre , 1ebcc8e5-bb35-4c2d-ae95-4ac8911497ee ,480a4df3-4cf8-4f42-9e48-4f029b8badec
Lyft,USA,CA,CA,San Francisco,nasdaq,LYFT,2019-03-29," 24,000,000,000 ",,, https://www.crunchbase.com/organization/lyft , 9fa4c9a6-5d79-4879-b4ae-94e62c3680fd ,33a97e70-f137-e90f-8d68-950a043ee09f
Puyi,CHN,,5,Guangdong,nasdaq,PUYI,2019-03-29,,,, https://www.crunchbase.com/organization/puyi , 23d480e4-b12d-48e0-8326-aef794c73d16 ,87db6ad9-e850-44a6-b751-779b8901caf0
Zhenan Technology,CHN,,29,Yünnan,szse,300767,2019-03-29,,,, https://www.crunchbase.com/organization/zhenan-technology , c15a7265-ec89-44c8-8c1a-3ee7f6fb880b ,8c1faa02-42a1-43c9-818b-4eec0a98b92f
CanSinoBIO,CHN,,30,Tianjin,hkg,6185,2019-03-28,,,, https://www.crunchbase.com/organization/tianjin-cansino-biotechnology-inc , efbe259d-aead-45d3-b5dc-502ea93a7dc7 ,6622e9af-c65e-ebde-04f9-a38efd3865c9
New Oriental Education & Technology,CHN,,22,Haidian,hkg,1797,2019-03-28," 1,197,459,856 "," 9,400,000,000 ",HKD, https://www.crunchbase.com/organization/new-oriental-education-technology , 72388162-b1b1-4307-b27c-78fd05aa0a49 ,7d9387de-6f3c-5b33-6b9a-cd20a26ce779
Yes Optoelectronics,CHN,,19,Anshan,szse,2952,2019-03-28,,,, https://www.crunchbase.com/organization/ya-shi-optoelectronics , 3d49e5d4-4890-449d-8d2f-9414a475143b ,0a21d2a9-ab31-4d2f-8c0c-91d035af834f
Enlivex Therapeutics,ISR,,2,Ness Ziona,nasdaq,ENLV,2019-03-27,,,, https://www.crunchbase.com/organization/enlivex-therapeutics , dd7e900e-bebe-4461-8f25-2d55af0f2203 ,25c1a6e5-a0c2-ead9-f502-c98901cf2369
Genfit,FRA,,B4,Loos,nasdaq,GNFT,2019-03-27," 768,760,000 ",,, https://www.crunchbase.com/organization/genfit , cfc025c1-50a9-4041-a5ef-f2b620948e59 ,6f1286b6-f74a-6911-83ba-8362aded672a
Precision BioSciences,USA,NC,NC,Durham,nasdaq,DTIL,2019-03-27," 784,000,000 ",,, https://www.crunchbase.com/organization/precision-biosciences , 87aed857-c6a4-49e6-b152-fb6e5e0b3dc7 ,06d64313-d64d-f74d-f14e-989bedc436f9
Shanghai Yongguan Adhesive Products Co.,CHN,,23,Qingpu,sha,603681,2019-03-26,,,, https://www.crunchbase.com/organization/shanghai-yongguan-adhesive-products-co , 6544c8c6-55ad-4395-b623-df754521e8e3 ,765c28b8-48ea-48fc-a24e-6d79fdc09fd7
Diaceutics,GBR,,R3,Belfast,lon,DXRX,2019-03-21," 69,588,143 "," 53,000,000 ",GBP, https://www.crunchbase.com/organization/diaceutics , cd3920ba-7392-4c7e-b714-488ade2c691a ,09e1f9c6-e352-25a8-7493-245066427dd9
Levi Strauss & Co.,USA,CA,CA,San Francisco,nyse,LEVI,2019-03-20," 6,553,000,000 ",,, https://www.crunchbase.com/organization/levi-strauss-co , 2866dd2d-1a5d-40b2-9b9c-32406fc07387 ,7424d4f3-0a64-2c52-8116-8934729cd1e0
Vireo Health,USA,MN,MN,Minneapolis,cse,VREO,2019-03-20,,,, https://www.crunchbase.com/organization/vireo-health , 00d75e07-abaa-422d-8bdf-220711837f6d ,f31e19d4-90ab-4d2c-b4d9-21e70a76925f
Ginlong Technologies,CHN,,2,Ningbo,she,300763,2019-03-19,,,, https://www.crunchbase.com/organization/ginlong-technologies , a88c6417-b235-4133-9b00-ab622def1bee ,70ef1e7c-2772-4ec4-a8d1-324f9c69fbd2
Tiger Brokers,CHN,,22,Beijing,nasdaq,TIGR,2019-03-19,,,, https://www.crunchbase.com/organization/tiger-brokers , a4181bca-57ad-4f9d-b409-1191f17db8e1 ,123787c0-07a7-6b20-b10c-b8fd38ce3626
Futu Holdings,HKG,,,Hong Kong,nasdaq,FHL,2019-03-08," 1,700,000,000 ",,, https://www.crunchbase.com/organization/futu-holdings , fef7f691-e5da-4b9b-b2a6-4ff9d4fa9214 ,37d58201-1e57-496a-a1d4-4fc9433ebbdc
Lightspeed POS,CAN,QC,QC,Montréal,tsx,LSPD,2019-03-08,,,, https://www.crunchbase.com/organization/lightspeed-retail , 1b6f677f-080b-45ee-9547-659751e1ec30 ,c45c5236-0c9b-4b49-1033-18347eda7df3
Shockwave Medical,USA,CA,CA,Fremont,nasdaq,SWAV,2019-03-07," 457,300,000 ",,, https://www.crunchbase.com/organization/shockwave-medical , 290fb32f-ad7e-4a40-9950-0291602b0954 ,63e5e764-29b9-de3b-d39c-ba656aa85af0
Digitalbox plc,GBR,,A4,Bath,lon,DBOX,2019-02-28," 17,672,099 "," 13,323,473 ",GBP, https://www.crunchbase.com/organization/digitalbox , 09e24cc8-3888-4f87-a368-8846a9a592f6 ,a41f0d3e-502b-1230-42c2-33c2f11c5108
EdiliziAcrobatica,ITA,,9,Milan,epa,ALEAC,2019-02-28,,,, https://www.crunchbase.com/organization/ediliziacrobatica , 3c55a421-c5bb-4aa4-bf69-a57950cb8fee ,97f28344-b34b-491e-ad90-6654977a9440
Arcure,FRA,,A8,Paris,epa,ALCUR,2019-02-27," 39,710,985 "," 34,900,000 ",EUR, https://www.crunchbase.com/organization/arcure , 00dc3871-de0a-49bb-9b6c-c8c620b7b558 ,7500a1be-d0c0-bb43-2fcc-8a1c4da13d78
Kaleido BioSciences,USA,MA,MA,Bedford,nasdaq,KLDO,2019-02-27," 444,000,000 ",,, https://www.crunchbase.com/organization/kaleido-biosciences-2 , 6413c233-7509-4cb7-a29d-9f2811d3645c ,27fa32a2-ffd3-388b-fb20-a015e6a5198b
"Ricksoft Co., Ltd.",JPN,,40,Tokyo,tyo,4429,2019-02-26,,,, https://www.crunchbase.com/organization/ricksoft-inc- , c10942f3-189b-4014-a5e5-613daaa5e3e2 ,4eaaaf59-0f60-cbe1-bfac-76338a853c39
Super League Gaming,USA,CA,CA,Santa Monica,nasdaq,SLGG,2019-02-26," 91,700,000 ",,, https://www.crunchbase.com/organization/super-league , 57d7669c-594d-4082-bc07-8417db2ab865 ,6e261f72-4738-24a9-b7ba-5249b915619c
CStone Pharmaceuticals,CHN,,4,Suzhou,hkg,2616,2019-02-25," 1,500,000,000 ",,, https://www.crunchbase.com/organization/cstone-pharmaceuticals , 72927d48-3a91-4625-aa61-c318767cb806 ,39a5b90b-3ca3-c43d-658b-1a206df8233f
Mediland Pharm,AUS,,2,Sydney,asx,MPH,2019-02-22,,,, https://www.crunchbase.com/organization/mediland-pharm , 3483cacb-369d-47d4-8468-96cec75c5e4e ,8ffa15f4-d390-48dc-9e5a-4f5030b81da0
Candy Club,USA,CA,CA,El Segundo,asx,CLB,2019-02-19," 30,816,000 ",,, https://www.crunchbase.com/organization/candy-club , 3336036a-e6db-4c4c-a394-1dada93936cb ,e68a8695-b132-cabb-5af5-5058fcf1fa73
Hoth Therapeutics,USA,OH,OH,Cincinnati,nasdaq,HOTH,2019-02-15," 52,750,000 ",,, https://www.crunchbase.com/organization/hoth-therapeutics , 869b8fc0-66b6-42c9-ac58-8514abd9f25c ,a422777b-06b2-81e4-998e-870bc00b8ca2
Stealth BioTherapeutics,USA,MA,MA,Newton,nasdaq,MITO,2019-02-14,,,, https://www.crunchbase.com/organization/stealth-biotherapeutics , 5ccdc6df-82a2-429a-97f1-d22b397a5565 ,6cef8a27-9638-ab19-b688-ca971577fdc1
Avedro,USA,MA,MA,Waltham,nasdaq,AVDR,2019-02-13," 238,800,000 ",,, https://www.crunchbase.com/organization/avedro , 515a02c7-2ca3-48bb-bfe2-d53975871336 ,020db91d-a2b9-ad15-61c6-d60200106363
TCR2,USA,MA,MA,Cambridge,nasdaq,TCRR,2019-02-13," 347,835,000 ",,, https://www.crunchbase.com/organization/tcr2 , a83b2ff5-6b3c-41eb-8191-a7fa5308ce0e ,8ddd548b-91ff-6823-c60b-6486be8c369f
Uniti Wireless,AUS,,5,Adelaide,asx,UWL,2019-02-13," 22,338,064 "," 31,500,000 ",AUD, https://www.crunchbase.com/organization/uniti-wireless , 1cc4e174-7906-4e79-a6e9-2f2940ed10d2 ,279937dd-16eb-4cdb-b5de-7acb223fab5a
Anchiano Therapeutics,ISR,,6,Jerusalem,nasdaq,ANCN,2019-02-12," 426,500,000 ",,, https://www.crunchbase.com/organization/biocancell-therapeutic-inc , 38e550f1-f00c-4781-a864-014998804028 ,e6a649b3-0acb-feaf-78e5-6bf21caf3cf1
BMIT Technologies,MLT,,,Valletta,mse,BMIT,2019-02-12," 113,338,335 "," 100,000,000 ",EUR, https://www.crunchbase.com/organization/bmit-technologies , 9c5bd081-4c12-48b8-b2e1-0b8a756e0c24 ,8edb2fb7-a6ce-44c0-a0ae-89ad90a0479e
Sequana Medical,CHE,,25,Zürich,ebr,SEQUA,2019-02-11," 120,907,255 "," 107,200,000 ",EUR, https://www.crunchbase.com/organization/sequana-medical , e734c9c3-2bd2-4226-b599-be595f474fa7 ,e9264329-e160-3144-cf1d-8f28c91123d2
Gossamer Bio,USA,CA,CA,San Diego,nasdaq,GOSS,2019-02-08," 1,012,000,000 ",,, https://www.crunchbase.com/organization/gossamer-bio , 95580134-ca2a-4bf5-bb44-ed93896d0b48 ,da2f6f1d-f9a1-433c-94c7-fd8a1e931f02
Alector,USA,CA,CA,San Francisco,nasdaq,ALEC,2019-02-07," 1,298,000,000 ",,, https://www.crunchbase.com/organization/alector , 43c039fd-eef7-4593-a39a-3a46be649557 ,9dd3b221-ff3b-bdb8-34da-7774e6510b63
Harpoon Therapeutics,USA,CA,CA,South San Francisco,nasdaq,HARP,2019-02-07," 334,726,000 ",,, https://www.crunchbase.com/organization/harpoon-therapeutics , 6cac5bf0-8f13-4a2d-a23e-dd6ebaff45f1 ,830cc789-4938-10b4-a7e0-2ffbe7f9f263
The Gores Group,USA,CA,CA,Beverly Hills,nasdaq,GMHIU,2019-02-06,,,, https://www.crunchbase.com/organization/the-gores-group , ea4d13d8-d067-4c27-913e-913077c80504 ,4b0bee39-8ec7-0647-e1ab-6193c94bfc5f
Maoyan,CHN,,22,Beijing,hkg,1896,2019-02-04," 2,100,000,000 ",,, https://www.crunchbase.com/organization/maoyan , 3df952ef-aed4-417d-9ea4-583178f1c438 ,f2a78246-46ce-d840-1f78-d498b041200a
Xelpmoc,IND,,19,Bengaluru,nse,XELPMOC,2019-02-04,,,, https://www.crunchbase.com/organization/xelpmoc-116d , 2422de4b-6406-4c0d-a8ed-7c2c50d73d42 ,65598ff6-c8d1-4222-86dd-a39a0dcc116d
Italy Innovazioni,ITA,,7,Rome,epa,MLITN,2019-01-31,,,, https://www.crunchbase.com/organization/italy-innovazioni , eed08a09-e0e3-4e28-b175-92bdbbc8c527 ,d03968a4-cc30-442c-9eeb-f2550468957a
Well Pharmaceutical,CHN,,4,Nanjing,sse,603351,2019-01-31,,,, https://www.crunchbase.com/organization/well-pharmaceutical , db07d21a-1692-481c-b82b-912869728e14 ,74b4caf6-ada1-47d7-9571-505a65df0b61
New Fortress Energy,USA,NY,NY,New York,nasdaq,NFE,2019-01-30,,,, https://www.crunchbase.com/organization/new-fortress-energy , 8b2e63bc-f2cd-4b18-8907-c665d2e9f611 ,7c6d015c-f6e3-4b50-b0f8-20b4ca11db5f
Splitit,USA,NY,NY,New City,asx,SPT,2019-01-29," 38,648,062 "," 54,000,000 ",AUD, https://www.crunchbase.com/organization/payitsimple , 2b3690a7-c4d7-4333-8443-0868fd8bde9b ,fd25bd72-2f0e-bb70-e6f4-de4a067b78dc
Frontdoor,USA,TN,TN,Memphis,fra,315,2019-01-18,,,, https://www.crunchbase.com/organization/frontdoor-5f37 , 8becf1ec-a352-4194-b599-21904728dd6c ,2ae6c583-9d27-4d67-92be-e5d5be545f37
Weimob,CHN,,23,Shanghai,hkg,2013,2019-01-18,,,, https://www.crunchbase.com/organization/weimob , 3891390d-b2aa-41a9-9164-6ff355c169b9 ,83bdc959-25f5-6500-4633-df29c81b5365
INmuneBIO,USA,CA,CA,La Jolla,nasdaq,INMB,2019-01-15,,,, https://www.crunchbase.com/organization/inmunebio , 2b1666b3-51ff-4cf4-b216-195c0d3f40b3 ,42fdb364-1b04-4e4f-96ab-44f31083496a
3|Sixty Secure Corp.,CAN,ON,ON,Toronto,cnsx,SAFE,2019-01-11,,,, https://www.crunchbase.com/organization/3-sixty-secure-corp , 3b978063-753f-4498-97a5-37693b63b465 ,b6bccb67-96d8-491e-89e8-f7cf25d8aca7
Driven,USA,CA,CA,San Diego,otcpink,DRVD,2019-01-09,,,, https://www.crunchbase.com/organization/driven-b3d3 , a82fffd6-2016-422f-97b2-80c07f65f612 ,41f218f6-5c03-498e-a745-fc84eec3b3d3
MMTec,CHN,,22,Beijing,nasdaq,MTC,2019-01-08,,,, https://www.crunchbase.com/organization/mmtec , 2916e385-80de-4761-843e-84bf1ed5657f ,f81af3a4-3c75-4529-a264-bf0898f3d66d
Sol Global investments,CAN,AB,AB,Calgary,cse,SOL,2019-01-04,,,, https://www.crunchbase.com/organization/scythian-biosciences , eb4c0ee3-a182-47f4-8c8c-dd1e33cc5d7f ,51d826e1-5a80-ba98-61e1-acaeea4cd108
Web App Soft Pvt lmt,GBR,,H9,London,afx,CRM,2019-01-03,,,, https://www.crunchbase.com/organization/web-app-soft-pvt-lmt-db77 , 04fd83b6-d4b3-454f-bd67-e1bfb6910b80 ,264b6af8-264a-4c11-a9e7-fa9198fcdb77
Web App Soft Pvt lmt,GBR,,H9,London,afx,CRM,2019-01-03,,,, https://www.crunchbase.com/organization/web-app-soft-pvt-lmt-c640 , f3394372-6905-4162-82ce-8b448ccbb44c ,4d9bea54-339b-4fdf-bb5c-2b6d5fc2c640
Dell,USA,TX,TX,Round Rock,nyse,DELL,2018-12-28," 16,000,000,000 ",,, https://www.crunchbase.com/organization/dell , 4e260f24-1512-4f9d-8a83-026170cb240e ,e83b8f68-8bc9-6b56-220c-0ffbd470b931
Kojamo Group,USA,MN,MN,Finland,hel,KOJAMO,2018-12-28,,,, https://www.crunchbase.com/organization/kojamo-group , 82efc1e8-1b91-4bbe-b34a-7b85381392a2 ,f4488bdd-9130-404b-b9f4-483078c6cf39
MPC Caribbean Clean Energy,BRB,,8,Bridgetown,jse,MPC,2018-12-28,,,, https://www.crunchbase.com/organization/mpc-caribbean-clean-energy , b4dbc811-d3be-461e-888a-5aa052e10fcc ,af7a2cbd-1926-4159-a474-408ccf0e7404
Netcompany A/S,DNK,,21,Københoved,cph,NETC,2018-12-28,,,, https://www.crunchbase.com/organization/netcompany-a-s , 5939cc98-b7da-4ee3-a8a1-ff46f8aafc2d ,21f384c5-da89-f081-584c-108fcc6973f1
Zhongshan Jinma Technology Entertainment Equipment,,,,,szse,300756,2018-12-28,,,, https://www.crunchbase.com/organization/zhongshan-jinma-technology-entertainment-equipment , 1dc895e4-6f02-4119-8d10-042f341d5f10 ,debc5439-cc9a-458b-866e-c5bf4d565cc0
Baikowski SAS,FRA,,B9,La Balme-de-sillingy,epa,ALBKK,2018-12-27,,,, https://www.crunchbase.com/organization/baikowski-sas , 2fa8e43c-bae5-4acb-a16f-e86d31580194 ,115f72f3-a197-40a3-bd08-671be751e69b
"Phunware, Inc.",USA,TX,TX,Austin,nasdaq,PHUN,2018-12-27,,,, https://www.crunchbase.com/organization/phunware , d2c80044-71b9-403e-ad49-b5045a62e635 ,76fe276a-c942-8f66-d5be-fa01d73e60a8
Atomos,AUS,,7,Melbourne,asx,AMS,2018-12-26," 44,000,696 "," 62,200,000 ",AUD, https://www.crunchbase.com/organization/atomos , 1ab8d4d2-1353-4d25-a8a2-a21db76552e9 ,fd5dd122-3ddb-41bc-a1af-d172593e977a
Flexdeal SIMFE,PRT,,4,Barcelos,eli,FLEXD,2018-12-24,,,, https://www.crunchbase.com/organization/flexdeal-simfe , bcbea05c-0ad3-43f8-a195-4129c52a0f2b ,0cc275cc-5dcf-469a-b94f-86e2c5c20784
Predilife,FRA,,A8,Villejuif,epa,ALPRE,2018-12-21," 29,222,178 "," 25,700,000 ",EUR, https://www.crunchbase.com/organization/predilife , 160869d2-57db-4c96-93a1-f457953a49a0 ,50e3c431-6ea6-4078-abff-e4c54f31123d
Fiji Kava,AUS,,8,Subiaco,asx,FIJ,2018-12-20," 9,749,002 "," 13,700,000 ",AUD, https://www.crunchbase.com/organization/fiji-kava , 67dcb414-af00-4fec-a365-58a6c3b01d54 ,143525d4-911e-48da-8e60-53cf60080083
Footway,SWE,,26,Kista,nasdaq,FOOT B,2018-12-20,,,, https://www.crunchbase.com/organization/footway , bb091124-b8d7-467d-ab2d-11ecd28cd781 ,7367d291-13ce-e8f8-0f1c-2068ca9c7da8
AsiaInfo Technologies,CHN,,22,Beijing,hkg,1675,2018-12-19," 110,559,569 "," 865,300,000 ",HKD, https://www.crunchbase.com/organization/asiainfo-technologies , 3b204420-05bb-4a25-97ec-f3ef5ef2c2d4 ,2b26f8a1-8720-4c2f-a831-fc6f84fc955d
LCM Finance,AUS,,2,Sydney,lon,LIT,2018-12-19," 71,336,041 "," 56,500,000 ",GBP, https://www.crunchbase.com/organization/lcm-finance , 83b1fca7-96f3-4e5a-8c4c-f627217e54d3 ,8b9c06c2-c2f2-4d21-8215-fa05b900fb16
Lleida,ESP,,56,Lleida,epa,ALLLN,2018-12-19," 18,218,379 "," 16,000,000 ",EUR, https://www.crunchbase.com/organization/lleida , 6aa936f6-7d98-4663-bf1c-9be623657dad ,0efad841-2fb8-1c52-236f-84ccd90ef927
Exopharm,AUS,,7,Melbourne,asx,EX1,2018-12-18," 11,574,814 "," 16,100,000 ",AUD, https://www.crunchbase.com/organization/exopharm , 81d5cd7c-296c-44aa-b116-0fa08d87116b ,19bfa710-30e7-4b70-9249-2b1798e390b5
AEDAN Financial Corp,USA,CA,CA,San Francisco,nasdaq,Adan,2018-12-14," 690,000,000 ",,, https://www.crunchbase.com/organization/aedan-inc , 77ea9492-cae6-4ce9-bff3-88336f56b87c ,54c6899c-09a8-a13b-2eb4-6976622cc421
Crossword Cybersecurity,GBR,,L1,Richmond,lon,CCS,2018-12-14," 17,121,024 "," 13,600,000 ",GBP, https://www.crunchbase.com/organization/crossword-cybersecurity , fe80a68f-0ed4-4aba-b578-dec5972b1f2b ,c16b8727-7de9-45fe-e687-48cc60573e5d
EMVision Medical,AUS,,4,Brisbane,asx,EMV,2018-12-14," 10,337,757 "," 14,400,000 ",AUD, https://www.crunchbase.com/organization/emvision-medical , 819e0496-9420-4e9e-a2c0-4dce37cc8d84 ,61af3343-af39-4ffb-aae3-e205ada4dd9d
Legacy Housing,USA,TX,TX,Bedford,nasdaq,LEGH,2018-12-14," 288,000,000 ",,, https://www.crunchbase.com/organization/legacy-housing , 921bf544-7890-4acf-96a4-d164841d1620 ,ac38a07d-c4fb-442d-82fd-cdc49477a9dd
360 Finance,CHN,,23,Shanghai,nasdaq,QFIN,2018-12-13,,,, https://www.crunchbase.com/organization/360-finance , 34d5f11b-326e-49a2-a6d1-3dd375e379a0 ,8cf924a2-6815-96ef-4f6e-0e93d52f3a16
Arteria Networks,JPN,,40,Tokyo,tyo,4423,2018-12-13,,,, https://www.crunchbase.com/organization/arteria-networks , 769cf1ca-fac8-4b0b-a82b-1ef2c0c21388 ,286cfe7d-963c-48f4-98a4-a62f36a0a28a
Tymlez,NLD,,7,Amsterdam,asx,TYM,2018-12-13,,,, https://www.crunchbase.com/organization/tymlez , 79a99c08-bf36-45d4-a318-dac241026f9d ,afbb843b-a694-b64b-e1a7-914d94e91563
HeraMED,ISR,,2,Netanya,asx,HMD,2018-12-12," 12,630,345 "," 17,500,000 ",AUD, https://www.crunchbase.com/organization/heramed , 095a4971-0628-4885-9b14-49f826df4731 ,556e937e-9b78-a24e-18e6-be7be4c5bcb3
Tencent Music,CHN,,30,Shenzhen,nyse,TME,2018-12-12," 21,300,000,000 ",,, https://www.crunchbase.com/organization/tencent-music-group , 2596b720-7a72-485c-b393-4617603e4400 ,e6c9099b-2792-4de8-b1ac-3db8d679aa1e
Shanghai Junshi Biosciences,CHN,,23,Shanghai,hkg,1877,2018-12-11,,,, https://www.crunchbase.com/organization/shanghai-junshi-biosciences , 68bc906d-477b-4ee5-88f9-d145afa35b48 ,859f9fdb-6612-4c55-b0cb-57b7a73bf444
IGC Resources,CAN,AB,AB,Calgary,cve,IGC.H,2018-12-09,,,, https://www.crunchbase.com/organization/igc-resources , 19707342-79aa-467b-9ad0-abeeec70345b ,d1c5f55c-4dd4-4c28-a534-35fc957f8036
Azelio,SWE,,28,Gothenburg,sto,AZELIO,2018-12-07,,,, https://www.crunchbase.com/organization/cleanergy , 5e347536-bbb0-4ecd-abcb-ebde1d7d8c04 ,ff4d7fcf-178d-4e4d-9e41-3e6403a2f9d1
finnCap,GBR,,H9,London,lon,FCAP,2018-12-07," 59,958,372 "," 47,100,000 ",GBP, https://www.crunchbase.com/organization/finncap , 2447b635-5b3b-4a48-8bf2-9d9bcb8787a1 ,88293c13-c9e8-4842-baf8-ba3c90bbf04e
Fosun Tourism Group (FOLIDAY),HKG,,,Hong Kong,hkg,1992,2018-12-07,,,, https://www.crunchbase.com/organization/fosun-tourism-group-foliday , 0d371072-1705-4063-b7e4-1cc99862d397 ,1168e308-00ae-42bb-b25f-19e806c9133d
Aptorum Group,HKG,,,Hong Kong,nasdaq,APM,2018-12-06,,,, https://www.crunchbase.com/organization/aptorum-group , 9caa4fd0-e153-45d5-8154-af0cc0ed05e6 ,607d8d3b-77a8-474c-ac10-71fed88980dc
Moderna Therapeutics,USA,MA,MA,Cambridge,nasdaq,MRNA,2018-12-06," 7,565,000,000 ",,, https://www.crunchbase.com/organization/moderna-therapeutics , 550229ba-a075-44bb-8eb6-bcec2a1129fe ,416361c1-aa7c-8fce-1ab1-5d03b0f433bc
Synthorx,USA,CA,CA,La Jolla,nasdaq,THOR,2018-12-06," 332,000,000 ",,, https://www.crunchbase.com/organization/synthorx , 4dcbab19-aa26-4173-8617-63acb7c15042 ,a9b6dedd-d269-ca3e-4a91-425fd89cf326
WuXi AppTec,CHN,,23,Shanghai,hkg,2359,2018-12-06," 10,200,000,000 ",,, https://www.crunchbase.com/organization/wuxi-apptec , 98706f4e-53a5-465a-87be-6359759f54e8 ,8eeb1b1b-cc2c-6e43-3a09-e8cd1ddbaef8
MOGU,CHN,,2,Hangzhou,nyse,MOGU,2018-12-05," 1,400,000,000 ",,, https://www.crunchbase.com/organization/mogujie , b8603fc8-360c-438a-ad9c-bb3a116f5022 ,c99e077d-b9b8-4976-c044-2d9139777d1f
Techbond,MYS,,12,Selangor,klse,5289,2018-12-05,,,, https://www.crunchbase.com/organization/techbond , df8cb602-19ff-4563-a51c-95a7e9910bf8 ,35ee23bd-eabe-49a7-8779-60fa647df6e5
Deutsche Familienversicherung,,,,,fra,DFV,2018-12-04,,,, https://www.crunchbase.com/organization/deutsche-familienversicherung , 35b86386-a42c-4a30-9ec3-214f6751e0a4 ,48f3bde7-87d4-41c5-8b76-0f24e39ec7da
MND Group,FRA,,B9,Sainte-hélène,epa,ALMND,2018-12-04,,,, https://www.crunchbase.com/organization/mnd-group , d19e59c3-daef-40e1-8ee0-c04df7eb75c1 ,8ae71af0-2bef-4f50-8907-4506bba084d6
Kropz,GBR,,G5,Tunbridge Wells,lon,KRPZ,2018-12-03," 122,288,279 "," 96,100,000 ",GBP, https://www.crunchbase.com/organization/kropz , c5e07d0c-49d5-4318-a93a-62657dbc3b77 ,2eb9c3a7-f014-4150-b93c-09abb0a52882
