company_name,country_code,state_code,region,funding_rounds,women_led
"AutonomouStuff, LLC",USA,IL,IL,0,False
Autonomy Corporation,USA,CA,CA,0,False
Auto.ru,,,,0,False
AutoScout24,DEU,,2,0,False
Auto-Teile-Unger,DEU,,2,0,False
autoXLR8R,USA,TN,TN,0,False
AutoZone,USA,TN,TN,0,True
AutoZone,ZAF,,,0,True
Auxo Investment Partners,USA,MI,MI,0,False
AvaiBook,ESP,,52,0,False
Avail,SWE,,27,0,True
Avake Technology,USA,CA,CA,0,False
Avalere Health,USA,DC,DC,0,True
AvalonBay,USA,VA,VA,0,False
Avalon Document Services,USA,NY,NY,0,True
Avanade,USA,WA,WA,0,True
Avand,,,,0,False
Avanos Medical,USA,GA,GA,0,True
AvanStrate Inc.,JPN,,40,0,False
Avanti Computer Systems,CAN,ON,ON,0,True
Avantida,,,,0,False
Avantor Performance Materials,USA,PA,PA,0,False
AVANU,USA,CA,CA,0,True
Avaus Marketing Innovations,FIN,,13,0,True
Avecia,USA,MA,MA,0,False
Aveda Transportation and Energy Services,CAN,AB,AB,0,False
Avedon Capital Partners,NLD,,7,0,False
Avega Group,SWE,,26,0,False
Avendus Capital,USA,NY,NY,0,False
Avenida Capital,SVN,,E1,0,False
Avention,USA,MA,MA,0,True
Avenue Capital Group,USA,NY,NY,0,True
Averica Discovery Services,USA,MA,MA,0,True
Avero,USA,NY,NY,0,False
Avery Dennison,USA,CA,CA,0,True
Avesoro Resources,CAN,ON,ON,0,False
AVEVA,GBR,,C3,0,False
Aviall,USA,TX,TX,0,True
Avianca Holdings,COL,,34,0,False
Aviation Distributors,USA,CA,CA,0,False
Aviat Networks,USA,CA,CA,0,False
Avid Biosciences,USA,CA,CA,0,True
Avidity Science,USA,WI,WI,0,False
Avid Technology,USA,MA,MA,0,True
Avincis,,,,0,True
Avinode AB,SWE,,28,0,True
Avira,DEU,,1,0,False
Aviragen Therapeutics,AUS,,7,0,False
Avis Budget Group,USA,NJ,NJ,0,True
AVI-SPL,USA,FL,FL,0,False
Avista Capital Partners,USA,NY,NY,0,False
AVI-TECH Electronics Ltd,SGP,,,0,False
Aviva Canada,CAN,ON,ON,0,True
Aviva Group,GBR,,H9,0,True
Aviva Investors,GBR,,H9,0,False
Aviva UK,GBR,,H9,0,True
"Aviv REIT, Inc",USA,IL,IL,0,False
Avnet,USA,AZ,AZ,0,True
Avnet-Memec,AUT,,9,0,False
Avondale Partners,USA,TN,TN,0,True
Avon Products,USA,NY,NY,0,True
Avox,USA,NY,NY,0,False
AVP Holdings,,,,0,False
Avtec,USA,SC,SC,0,False
Avtex,USA,MN,MN,0,False
AVX Corporation,USA,SC,SC,0,False
Aware,USA,MA,MA,0,False
Awareness Technologies,USA,CT,CT,0,True
AWF Madison Group,NZL,,E7,0,True
Awind,TWN,,3,0,False
AWM360 Data Systems,ZAF,,,0,True
A&W Restaurants,USA,KY,KY,0,False
AW Rostamani,ARE,,3,0,False
aws Mittelstandsfonds,AUT,,9,0,True
AXA Equitable,USA,NY,NY,0,False
AXA Group,FRA,,A8,0,True
AXA Life Europe,IRL,,7,0,False
AXA UK,GBR,,H9,0,False
Axcel,DNK,,17,0,False
Axel Johnson,SWE,,26,0,False
Axel Springer,DEU,,16,0,True
Axiall Corp,USA,GA,GA,0,True
Axial Systems,USA,NY,NY,0,False
Axioma,USA,NY,NY,0,True
Axiometrics,USA,TX,TX,0,True
AXIOM Systems,USA,MD,MD,0,False
Axion,ESP,,51,0,False
Axio Power,USA,CA,CA,0,False
Axis,IDN,,4,0,False
Axis Capital Holdings Limited,BMU,,3,0,False
Axis Communications AB,SWE,,22,0,True
AxisMed,BRA,,27,0,False
Axispoint,USA,NY,NY,0,True
Axitea,ITA,,9,0,False
Axivate Capital,NLD,,7,0,False
AXMIN Limited,CAN,BC,BC,0,True
Axolabs,DEU,,2,0,False
Axonn,USA,LA,LA,0,False
Axordia,GBR,,L9,0,False
Axtel S.A.B. de C.V,MEX,,19,0,False
AXT Inc,USA,CA,CA,0,False
Ayala Corporation,PHL,,D9,0,False
Ayala Land,PHL,,D9,0,True
Ayima,GBR,,H9,0,True
Azalea Capital,USA,SC,SC,0,True
AZCO,USA,WI,WI,0,True
A-Z Distribution Corp.,USA,NY,NY,0,False
Azek Building Products,USA,PA,PA,0,True
AZ Electronic S.A.,USA,NJ,NJ,0,False
Azercell,AZE,,9,0,False
Azima DLI,USA,MA,MA,0,False
Azimuth Security,AUS,,2,0,False
Azini Capital Partners,GBR,,H9,0,False
Aztec,USA,VA,VA,0,False
Azuga,USA,CA,CA,0,False
AZZ incorporated,USA,TX,TX,0,False
Azzurri Communications Ltd.,GBR,,H9,0,False
B2B International,,,,0,True
B2B Sales Generation,USA,TX,TX,0,False
B2Gold,CAN,BC,BC,0,False
B² Interactive,USA,NE,NE,0,True
B2W Digital,BRA,,21,0,True
B4 Consulting,USA,MA,MA,0,False
B4 Investments,ITA,,7,0,False
Babcock International,GBR,,H9,0,False
Babcock & Wilcox Enterprises,USA,NC,NC,0,False
Babel Systems,GBR,,H9,0,True
Bab.la,DEU,,4,0,False
Babson Capital Management,USA,NY,NY,0,True
Babylon,ISR,,5,0,True
BabySam,DNK,,17,0,False
Bacardi,BMU,,3,0,True
"Bacharach, Inc.",USA,PA,PA,0,False
Backchannel,USA,CA,CA,0,True
Backelite,FRA,,A8,0,True
Backstage,USA,NY,NY,0,False
Backstage Technologies,CAN,BC,BC,0,False
Backup Technology,GBR,,H3,0,False
BackWerk,DEU,,7,0,False
Bacs Payment Schemes,GBR,,H9,0,True
Badger Daylighting,USA,IN,IN,0,False
Badger Meter,USA,WI,WI,0,True
Badger & Winters,USA,NY,NY,0,True
BADR,USA,AR,AR,0,False
Bae :: Before Anyone Else,USA,NY,NY,0,False
Baffinland Iron Mines Corp.,CAN,ON,ON,0,True
Bagel Nash,GBR,,H3,0,False
Bahrain Mumtalakat Holding,,,,0,False
Bain Capital,USA,MA,MA,0,True
Bain & Company,USA,MA,MA,0,True
Baines-Savage,GBR,,J9,0,True
B-Air,USA,CA,CA,0,False
Baird Capital,USA,WI,WI,0,True
Bakalland,POL,,78,0,False
Baker Capital,USA,NY,NY,0,True
Baker Hill,USA,IN,IN,0,False
Baker Hughes,USA,TX,TX,0,True
Baker & Taylor,USA,NC,NC,0,False
Baker Tilly,USA,IL,IL,0,False
Bakkavor,GBR,,H9,0,False
Balance Bar,USA,CA,CA,0,False
Balanced Worlds,CHN,,22,0,False
Balchem,USA,NY,NY,0,False
Baldwin Technology Company,USA,CT,CT,0,False
Baliopharm,DEU,,7,0,False
Ball Aerospace & Technologies Corp.,USA,CO,CO,0,True
Ballantyne Strong,USA,NE,NE,0,False
Ballard Spahr LLP,USA,PA,PA,0,False
BallHype,,,,0,False
Bally,CHE,,20,0,True
Bally Technologies,USA,NV,NV,0,False
Bâloise Holding,CHE,,4,0,True
Balta Group,BEL,,9,0,False
BaltCap,EST,,1,0,False
Baltic Trading,USA,NY,NY,0,False
Baltimore Gas & Electric,USA,MD,MD,0,False
Bamboo Talent,USA,NY,NY,0,True
Banca Romaneasca,ROM,,10,0,False
Banco Bradesco,BRA,,27,0,True
Banco de Chile,CHL,,12,0,False
Banco do Brasil,,,,0,True
Banc of California,USA,CA,CA,0,False
Banco Itau,,,,0,False
Bancorp of New Jersey,USA,NJ,NJ,0,False
BancorpSouth,USA,MS,MS,0,False
Banco Sabadell,ESP,,56,0,True
banc-serv Partners,USA,IN,IN,0,True
BancTec,USA,TX,TX,0,False
BandLab,SGP,,,0,False
Bandvulc,,,,0,False
Bandzoogle,CAN,QC,QC,0,False
Banexi Ventures,FRA,,A8,0,True
Bangkok bank,THA,,40,0,False
Bankaholic,USA,FL,FL,0,False
Bankfirst Corporation,USA,TN,TN,0,False
Bankia,ESP,,29,0,False
Banking Circle,GBR,,H9,0,False
BankingMyWay,USA,WI,WI,0,False
Bankinter,ESP,,29,0,True
BankMobile,USA,NY,NY,0,True
Bank M Tanzania,TAN,,23,0,False
Bank Negara Indonesia,IDN,,4,0,True
Bank of Africa Group,SEN,,1,0,False
Bank of America,USA,NC,NC,0,True
Bank of Beijing,CHN,,22,0,True
Bank of China,CHN,,22,0,False
Bank of Communications,CHN,,23,0,True
Bank Of Florida Corp,USA,FL,FL,0,False
Bank of Hawaii,USA,HI,HI,0,False
Bank of Japan,,,,0,True
Bank of Marin,USA,CA,CA,0,False
Bank of Missouri,,,,0,True
Bank of Montreal (BMO),CAN,ON,ON,0,True
Bank of North Carolina,USA,NC,NC,0,False
Bank of Queensland,AUS,,4,0,False
Bankrate,USA,FL,FL,0,True
BankServ,USA,CA,CA,0,False
BankUnited,USA,FL,FL,0,False
Bankwell Financial,USA,CT,CT,0,True
Banneker,USA,CO,CO,0,False
Banner Managed Communication,GBR,,H9,0,True
Banque Cantonale Vaudoise,CHE,,23,0,False
Banque Internationale à Luxembourg,LUX,,3,0,False
Baptist Health South Florida,USA,FL,FL,0,False
baramundi software AG,DEU,,2,0,False
Barbeques Galore,USA,CA,CA,0,False
Barcelo Crestline,USA,MD,MD,0,False
Barchart,USA,IL,IL,0,True
Barclaycard,,,,0,True
Barclay Damon,USA,NY,NY,0,False
Barclays Global Investors,USA,CA,CA,0,False
Barclays PLC,GBR,,H9,0,True
Barcodesinc,USA,IL,IL,0,False
Bare Escentuals,USA,CA,CA,0,True
Barefoot Technologies,USA,MN,MN,0,True
Baremetalcloud,USA,FL,FL,0,False
Baring Private Equity Asia,CHN,,23,0,False
Barings,GBR,,H9,0,True
Baring Vostok Capital Partners,RUS,,48,0,True
Bark.com,GBR,,H9,0,False
Barkley,USA,MO,MO,0,True
Barkley Kalpak Agency,USA,NY,NY,0,True
Barminco Ltd.,AUS,,8,0,False
Barnes Group,USA,CT,CT,0,False
Barnes & Noble Education,USA,NJ,NJ,0,False
"Barrett Business Services, Inc.",USA,WA,WA,0,False
Barrick Gold Corporation,CAN,ON,ON,0,True
Barrie & Hibbert,GBR,,U8,0,False
Barrier Free Access,USA,MN,MN,0,True
BarrierSafe Solutions International,USA,NV,NV,0,False
Barrier Therapeutics,USA,NJ,NJ,0,False
Barry Callevaut Ag,CHE,,25,0,True
Barta Media Group,USA,GA,GA,0,False
Bartle Bogle Hegarty,GBR,,H9,0,True
Base,BEL,,11,0,True
Base36,USA,ME,ME,0,False
BaseCase,DEU,,16,0,False
Basefarm,NOR,,12,0,True
Base Resources,AUS,,8,0,True
BASF,DEU,,8,0,True
Bashton,GBR,,F2,0,False
BASIC,USA,MI,MI,0,False
Basic Energy Services,USA,TX,TX,0,False
Basilea Pharmaceutica Ltd,CHE,,4,0,True
Basin Water,USA,CA,CA,0,False
Basler Electric Co.,USA,IL,IL,0,False
Bassett Furniture Industries,USA,VA,VA,0,False
Basware,USA,NC,NC,0,False
Bath Iron Works,USA,ME,ME,0,False
BATM Ltd,ISR,,2,0,False
Battelle Memorial Institute,USA,OH,OH,0,True
Bauer Performance Sports,CAN,ON,ON,0,False
Bausch & Lomb,USA,NY,NY,0,False
Baxalta,USA,IL,IL,0,True
Baxter International,USA,IL,IL,0,True
Bay31,CHE,,24,0,False
Bay Bancshares,,,,0,False
Bay Bank,USA,MD,MD,0,True
BayBoston Managers,USA,MA,MA,0,False
"Baycentric, LLC",USA,CA,CA,0,False
Baycorp,AUS,,2,0,False
Bayer Corporation - U.S.,USA,PA,PA,0,False
Bayer CropScience,DEU,,2,0,True
Bayer HealthCare,DEU,,7,0,True
Baylake Bank,USA,WI,WI,0,False
BayMark Health Services,USA,TX,TX,0,True
Bayonne Bancshares,USA,NJ,NJ,0,False
BaySand,USA,CA,CA,0,True
Bayside Business Solutions Inc.,USA,AL,AL,0,False
Bayside Capital,USA,MA,MA,0,False
Bay State Bancorp,USA,MA,MA,0,False
Baytex Energy Corp,CAN,AB,AB,0,False
BayWa re renewable energy,DEU,,2,0,True
Baze Technology,NOR,,17,0,False
BBC Worldwide,GBR,,H9,0,True
BBDO,USA,NY,NY,0,True
B+B SmartWorx,USA,IL,IL,0,False
BB&T,USA,NC,NC,0,True
BBVA Compass,USA,AL,AL,0,False
BBX Capital Corporation,USA,FL,FL,0,False
BCBG MAX AZRIA GROUP,USA,CA,CA,0,False
BCE Foodservice Equipment,ZAF,,,0,False
BCE Inc (Bell Canada Enterprises),CAN,ON,ON,0,True
BCforward,USA,IN,IN,0,True
BCG & Co.,USA,OH,OH,0,True
BCG Digital Ventures,USA,CA,CA,0,True
BCGold Corp,CAN,BC,BC,0,False
BCM Resources,CAN,BC,BC,0,True
B Communications,ISR,,5,0,False
Bcsb Bankcorp,USA,MD,MD,0,False
BCS Global Markets,GBR,,H9,0,False
BC Technologies,USA,PA,PA,0,False
BDBL Media,FRA,,A8,0,False
BDL Media,HKG,,,0,False
BDO LLP,IRL,,7,0,True
BDO USA,USA,IL,IL,0,False
BDT Capital Partners,USA,IL,IL,0,False
Beachbody,USA,CA,CA,0,True
Beacon Federal Bancorp,USA,NY,NY,0,False
Beacon Rail Leasing,GBR,,H9,0,False
Beacon Roofing Supply,USA,VA,VA,0,False
B/E Aerospace,USA,FL,FL,0,True
Beam,AUS,,2,0,True
Beam Inc,USA,IL,IL,0,False
Beamonte Investments,USA,MA,MA,0,True
Beanstalk Data,USA,NC,NC,0,False
Beanstock Media,USA,CA,CA,0,True
BearingPoint,USA,TX,TX,0,False
Bear Stearns,USA,GA,GA,0,False
BearTooth Advisors,GBR,,H9,0,True
BEA Systems,USA,TX,TX,0,False
Beate Uhse AG,,,,0,False
Beatport,USA,CO,CO,0,False
Beazer Homes,USA,GA,GA,0,False
BeBanjo,ESP,,29,0,False
Becker & Poliakoff,USA,FL,FL,0,True
beckhealth GmbH & Co. KG,DEU,,2,0,False
Beckman Coulter,USA,CA,CA,0,True
Beco,USA,MA,MA,0,False
Bed Bath & Beyond,USA,NJ,NJ,0,True
Bedford Funding Capital,USA,NY,NY,0,True
Bedrocan,NLD,,4,0,True
Beechbrook Capital,GBR,,H9,0,False
Beechcraft,USA,KS,KS,0,False
Beech Tree Private Equity,,,,0,False
Beecken Petty O'Keefe & Company,USA,IL,IL,0,False
Bee Media,CAN,ON,ON,0,False
Beenos Partners,JPN,,40,0,False
Beep!,KOR,,11,0,False
BeepCar,BEL,,11,0,False
Beepsend SMS,SWE,,27,0,True
Beezid,CAN,QC,QC,0,False
Be Found Online,USA,IL,IL,0,True
Begbies Traynor Group,GBR,,I2,0,False
Behavioral Centers of America,USA,TN,TN,0,False
Behrman Capital,USA,NY,NY,0,False
Beiersdorf,DEU,,4,0,True
Beijing Tiantan Biological Products,CHN,,22,0,False
Beijing Xinwei Technology Group,CHN,,22,0,False
beIN MEDIA GROUP,QAT,,1,0,False
Bekaert,BEL,,9,0,False
Beldam Crossley,GBR,,B1,0,False
Belden,USA,MO,MO,0,False
Belden Interactive,USA,CA,CA,0,False
Bel Fuse,USA,NJ,NJ,0,False
BelHealth Investment Partners,USA,NY,NY,0,False
Belk,USA,NC,NC,0,True
Bellhaven Copper & Gold,CAN,BC,BC,0,True
Bell Helicopter,USA,TX,TX,0,True
Bellisio Foods,USA,MN,MN,0,True
Bell + Ivy,USA,CA,CA,0,True
Bell MTS,CAN,MB,MB,0,True
Bell Pottinger,GBR,,H9,0,True
BellSouth,USA,GA,GA,0,True
Belo,USA,TX,TX,0,True
Belong,IND,,19,0,False
Bemis Company,USA,WI,WI,0,True
Bemobee solutions,FRA,,A8,0,False
bemoko,GBR,,F2,0,False
Benchmark,USA,CA,CA,0,True
Benchmark Electronics,USA,TX,TX,0,True
Beneficial Mutual Bancorp,USA,PA,PA,0,False
Benefit Cosmetics,USA,CA,CA,0,True
Benefit Resource Group,USA,NV,NV,0,True
Benefits Advisory Group (BAG),USA,GA,GA,0,True
Benefits Resource Group,USA,OH,OH,0,True
Benefit Street Partners,,,,0,False
BenefitsXML,USA,CT,CT,0,False
Beneplace,USA,TX,TX,0,True
Ben & Florentine Restaurants,CAN,QC,QC,0,False
Benin Telecoms,BEN,,14,0,False
Benjamin D. Construction Co.,USA,CA,CA,0,False
Benjamin Franklin Bancorp,USA,MA,MA,0,False
Benjamin Moore,USA,NJ,NJ,0,False
Benjamin Rose Institute on Aging,USA,OH,OH,0,False
Ben & Jerry's,GBR,,H9,0,False
"Bensinger, DuPont & Associates",USA,IL,IL,0,True
Bentley Systems,USA,PA,PA,0,True
BenXchange,USA,NY,NY,0,False
Bepress,USA,CA,CA,0,False
Berchtold,DEU,,1,0,False
Berendsen,GBR,,H9,0,False
BerganKDV,USA,MN,MN,0,True
Bergdorf Goodman,USA,NY,NY,0,True
Berico Technologies,USA,VA,VA,0,False
Beringea,,,,0,True
Beringer Capital,CAN,ON,ON,0,True
Beringer Wine Estates,USA,CA,CA,0,False
Berkley Capital,USA,FL,FL,0,False
Berkley Renewables,CAN,BC,BC,0,False
Berkshire Hathaway,USA,NE,NE,0,True
Berkshire Hathaway Energy,USA,IA,IA,0,True
Berkshire Hathaway HomeServices,USA,TX,TX,0,True
Berkshire Income Realty (BIR),USA,MA,MA,0,False
Berkshire Partners,USA,MA,MA,0,True
Berlin Technologie Holding,DEU,,16,0,False
Berminal,USA,NY,NY,0,False
Bernhard Capital Partners Management L P,USA,LA,LA,0,False
Berry Global Inc.,USA,IN,IN,0,False
Berry Plastics,USA,IN,IN,0,True
Bertelsmann,DEU,,7,0,True
Bertelsmann Education Group,USA,NY,NY,0,False
Bertram Capital Management,USA,CA,CA,0,True
Bessemer Venture Partners,USA,CA,CA,0,True
Best Buy,USA,MN,MN,0,True
Best Buy Canada,CAN,BC,BC,0,True
Best Buy Enterprise Services,USA,OH,OH,0,True
BEST Funds,CAN,ON,ON,0,False
Best Gaming Technology,AUT,,9,0,False
Best Made Company,USA,NY,NY,0,False
BestParking,USA,NY,NY,0,False
Bestport Ventures,GBR,,H9,0,False
"Best Practice Systems, Inc.",USA,CO,CO,0,False
Best Rate Referrals,USA,NV,NV,0,False
BestReviews,USA,CA,CA,0,False
Bestseller,NOR,,12,0,True
BestX,GBR,,H9,0,False
Bet365,GBR,,N4,0,False
Betit Group,,,,0,False
Betsson Group,,,,0,True
Better,,,,0,False
Betterbook,USA,CA,CA,0,False
Better Capital,GBR,,H9,0,False
Better Collective,DNK,,17,0,True
BetterHelp,USA,CA,CA,0,False
Beverly National,USA,MA,MA,0,False
Bewinner,CHN,,22,0,False
BEworks,CAN,ON,ON,0,True
Bexel Global Broadcast Solutions,USA,CA,CA,0,True
Beyond,USA,CA,CA,0,True
Beyond,USA,NJ,NJ,0,True
Beyond Capital Partners,DEU,,5,0,False
Beyond Media Global (BMG),,,,0,False
BeyonDSL.net,GBR,,H9,0,True
Beyonics Technology,SGP,,,0,False
Bezeq International,ISR,,2,0,False
BG Consulting Group,GBR,,B4,0,True
BGC Partners,USA,NY,NY,0,False
B&G Foods,USA,NJ,NJ,0,False
BG Group,GBR,,K7,0,True
BG Staffing,USA,TX,TX,0,False
Bharat Petroleum Corp.,IND,,16,0,False
BH Media Group,USA,NE,NE,0,False
BHP Billiton Petroleum,AUS,,7,0,True
BHS Foodservice Solutions,USA,NY,NY,0,False
Biamp Systems,USA,OR,OR,0,False
Bibliomotion,USA,MA,MA,0,True
BI Brainz,USA,GA,GA,0,True
BICS,BEL,,11,0,True
BidBlink,USA,CA,CA,0,False
Bid Corporation Ltd.,ZAF,,,0,False
bidorbuy,ZAF,,,0,False
Bidpath Ltd,USA,CA,CA,0,True
BidRivals,,,,0,False
BienTek,USA,MI,MI,0,False
Biffa,GBR,,B9,0,False
Big Blue Parrot,ISR,,5,0,False
Big Boots,USA,CA,CA,0,False
B.I.G. Capital LLC,USA,FL,FL,0,False
Bigcolors,HKG,,,0,True
BigDecisions,IND,,16,0,False
BigDish,PHL,,D9,0,False
Big Group,GBR,,H9,0,False
Biggs|Gilmore,USA,MI,MI,0,True
BigHand,GBR,,H9,0,False
Big Huge Games,USA,MD,MD,0,False
Biglari Holdings,USA,TX,TX,0,False
Big Leap,USA,UT,UT,0,False
Big Lots,USA,OH,OH,0,True
Big Menu,IND,,10,0,False
Bigmouthmedia,USA,MA,MA,0,True
Big Nerd Ranch,USA,GA,GA,0,False
BigOven,USA,WA,WA,0,False
Big Red Rooster,USA,OH,OH,0,True
BigRock,IND,,16,0,True
Bigstep,USA,CA,CA,0,False
Bilfinger,,,,0,False
Bill Barrett Corporation,USA,CO,CO,0,False
Billboard,USA,NY,NY,0,True
Billhighway,USA,MI,MI,0,False
BillMonk,USA,WA,WA,0,False
Bills.com,USA,CA,CA,0,False
Billups Design,USA,IL,IL,0,False
Bilyoner,TUR,,34,0,False
Bimeks,CZE,,85,0,False
Bimini Capital Management,USA,FL,FL,0,False
"Binary Digits, Inc.",USA,CA,CA,0,False
BinckBank,NLD,,7,0,False
Binge,IND,,19,0,False
Bingham McCutchen,USA,MA,MA,0,False
Bingo Port,GBR,,H9,0,False
Binocular,USA,TX,TX,0,False
BioAgilytix Labs,USA,NC,NC,0,False
BioAgra,USA,GA,GA,0,False
Biocompatibles International,GBR,,N7,0,False
Biocon,IND,,19,0,True
BioElectronics,USA,MD,MD,0,False
Biofuel Energy Corporation,USA,CO,CO,0,False
BioGanix,USA,TX,TX,0,False
Biogen Idec,USA,MA,MA,0,True
Biointelect,AUS,,2,0,True
Biolauncher Ltd,USA,MD,MD,0,True
BIOLCHIM S.p.A.,ITA,,5,0,True
Biolin Scientific,SWE,,26,0,False
BioLucid,USA,FL,FL,0,False
Biomagnetics Diagnostics,USA,CA,CA,0,False
BioMarin Pharmaceutical,USA,CA,CA,0,True
Biomedical Structures LLC,USA,RI,RI,0,False
BioMed Realty Trust,USA,CA,CA,0,False
bioMerieux,FRA,,B9,0,True
Biometric Imaging,USA,PA,PA,0,False
Biometric Solutions,USA,NY,NY,0,False
BIOMOL International,USA,PA,PA,0,False
Bionor Pharma,NOR,,12,0,False
BioPharm Systems,USA,CA,CA,0,True
Bioquell,GBR,,F2,0,False
Bio-Rad Laboratories,USA,CA,CA,0,True
Bio-Reference Laboratories,USA,NJ,NJ,0,False
BioReliance,USA,MD,MD,0,True
Biosafe Group SA,,,,0,False
BioScience Managers Limited,AUS,,7,0,True
Biosense Webster,USA,CA,CA,0,False
BioShield Technologies,USA,AZ,AZ,0,False
BioSpecifics Technologies,USA,NY,NY,0,False
Biotech Growth,GBR,,H9,0,False
Bio-Techne,USA,MN,MN,0,True
Biotronic NeuroNetwork,USA,MI,MI,0,False
Bioworld,USA,TX,TX,0,False
BIP Capital,USA,GA,GA,0,False
BIP Investment Partners,LUX,,3,0,False
BIPS,DNK,,17,0,False
Birchcliff Energy,CAN,AB,AB,0,False
Birdstep Technology,NOR,,12,0,False
Bird Technologies,USA,OH,OH,0,False
Birlasoft,IND,,36,0,True
Birman Managed Care,USA,TN,TN,0,False
Bitbucket,USA,CA,CA,0,False
Bitcellar,JPN,,40,0,False
Bitcoin Magazine,USA,TN,TN,0,False
Biteda,GBR,,V2,0,True
bitforge,CHE,,25,0,False
BIT.Group GmbH,DEU,,13,0,True
BitLeap,USA,PA,PA,0,False
Bitstream,USA,MA,MA,0,False
Bittnet,ROM,,10,0,True
BIZense Pte. Ltd.,SGP,,,0,False
Bizness Apps,USA,CA,CA,0,True
BIZX,USA,CA,CA,0,True
Bizzability,USA,FL,FL,0,False
BizziBiz,USA,AZ,AZ,0,False
BJ's Wholesale Club,USA,MA,MA,0,True
BKD LLP,,,,0,False
BlackArch Partners,USA,NC,NC,0,False
Blackbaud,USA,SC,SC,0,True
Blackbird,USA,NV,NV,0,False
Blackbird Energy Inc,CAN,AB,AB,0,False
Black Box Network Services,USA,PA,PA,0,True
Blackcircles.com,GBR,,U8,0,False
Black Diamond Group,COL,,33,0,True
Black Dragon Gold corp,CAN,BC,BC,0,False
BlackFin Capital Partners,FRA,,A8,0,True
Blackford Capital,USA,MI,MI,0,False
BlackHawk Network,USA,CA,CA,0,False
Blackhawk Specialty Tools,USA,TX,TX,0,False
Black Hills,USA,SD,SD,0,False
"Black Knight, Inc.",USA,FL,FL,0,False
Black Letter Discovery,USA,CA,CA,0,False
Blacklots,USA,CA,CA,0,False
Black Mountain Systems,USA,CA,CA,0,False
Black Pixel,USA,WA,WA,0,False
Black Range Minerals,USA,CO,CO,0,False
Black Raven Energy,USA,CO,CO,0,False
Black Ridge Oil & Gas,USA,MN,MN,0,False
BlackRock,USA,NY,NY,0,True
Black Sea Copper & Gold,CAN,BC,BC,0,False
Blackstone,USA,NY,NY,0,True
Black Stone Minerals,USA,TX,TX,0,False
Blackstreet Capital Management,USA,MD,MD,0,True
Black Toro Capital,ESP,,56,0,False
Blackwood Holdings Group,USA,FL,FL,0,False
Blakestad,USA,MN,MN,0,False
Blammo Games,CAN,ON,ON,0,False
Blancco Oy,FIN,,14,0,True
Blank Slate Factory,USA,NY,NY,0,False
Blast Radius,USA,NY,NY,0,False
Blend.io,USA,NY,NY,0,False
Blenheim Chalcot,GBR,,H9,0,True
Blibli,IDN,,4,0,False
blinds.com,USA,TX,TX,0,False
BL.INK,USA,TX,TX,0,False
blinkx,USA,CA,CA,0,True
BLIP Systems,DNK,,19,0,False
blissmo,USA,CA,CA,0,True
Blisstering Solutions,USA,CA,CA,0,True
Blizoo Macedonia,ITA,,5,0,False
Blizzard Entertainment,USA,CA,CA,0,True
Blockchain Tech LTD,CAN,BC,BC,0,False
Blockchain Technologies Corp,USA,NY,NY,0,False
BlockCross Holdings,USA,MA,MA,0,False
Blocket AB,SWE,,26,0,True
"Block.io, Inc.",USA,CA,CA,0,False
Blockr.io,,,,0,False
BlogCatalog,USA,TX,TX,0,True
Blogcritics,USA,IL,IL,0,True
Bloguin,USA,NY,NY,0,False
Blonder Tongue Laboratories,USA,NJ,NJ,0,False
"Blood, Sweat & Cheers",USA,NY,NY,0,True
Bloom Agency,GBR,,H3,0,True
Bloomberg Businessweek,USA,NY,NY,0,True
Bloomberg LP,USA,NY,NY,0,True
Bloombla,GBR,,H9,0,False
"Bloomin' Brands, Inc",USA,FL,FL,0,True
Bloomsbury Publishing,GBR,,H9,0,False
Blount International,USA,OR,OR,0,False
BloxTrade,USA,NY,NY,0,False
Bloy Mineral Resource Evaluation,,,,0,False
BLR,USA,TN,TN,0,True
Blucora,USA,TX,TX,0,False
Blue 449,GBR,,H9,0,True
BlueBay Asset Management,GBR,,H9,0,False
Blue Beck,GBR,,Z7,0,False
Blueberry Wave,GBR,,E6,0,False
Blue Capital Reinsurance Holdings,BMU,,3,0,False
blu eCigs,USA,NC,NC,0,False
BlueCotton,USA,KY,KY,0,False
Blue Cross Blue Shield Association,USA,IL,IL,0,True
Bluedog,GBR,,H9,0,False
Blue Dot Solutions,USA,CO,CO,0,False
Blue Dream Industries LLC,USA,GA,GA,0,False
Blue Equity,USA,KY,KY,0,False
Bluefin Solutions,GBR,,H9,0,False
Bluefish Communications,GBR,,P4,0,False
Blue Fountain Media,USA,NY,NY,0,False
Bluefyre,USA,MA,MA,0,False
BlueGem Capital Partners,GBR,,H9,0,True
BlueGlass Interactive,GBR,,H9,0,False
Bluegreen Vacations,USA,FL,FL,0,False
Blue Hill Data Services,USA,NY,NY,0,True
Bluehost,USA,UT,UT,0,False
blue-infinity Linked by Isobar,CHE,,7,0,False
BlueJimp,AUS,,2,0,False
Blue Key Interactive,USA,GA,GA,0,False
Blueknight Energy Partners,USA,OK,OK,0,False
BlueLine Associates,USA,FL,FL,0,False
BlueLine Rental,USA,TX,TX,0,False
Bluemercury,USA,DC,DC,0,True
BlueMetal Architects,USA,MA,MA,0,True
Blue Microphones,USA,CA,CA,0,False
Blue Mobile,DEU,,4,0,False
Blue Motor Finance,GBR,,G5,0,False
Blue Ocean Technologies,USA,TX,TX,0,False
