company_name,country_code,state_code,region,funding_rounds,women_led
Porter Road Butcher,USA,TN,TN,2,True
RideTo,GBR,,H1,2,False
Riminder,FRA,,A8,1,False
Risen Energy,,,,2,False
Rizort,USA,CA,CA,1,False
ROADMap Systems,GBR,,C3,3,False
Scotty,TUR,,34,2,True
Staff Heroes,GBR,,H9,3,False
TextUs,USA,CO,CO,3,False
theCut,USA,DC,DC,1,False
Uniwhere,DEU,,16,2,False
Urbaneer,USA,MI,MI,2,False
Winebuyers,GBR,,H9,2,False
Alchemy,USA,CA,CA,1,True
Avenue HQ,CAN,BC,BC,3,False
BondIT,ISR,,5,5,False
Brii Biosciences,USA,CA,CA,1,False
Celmatix,USA,NY,NY,9,True
Challengermode,SWE,,26,3,False
Cloudpense,CHN,,23,1,False
Conga,USA,CO,CO,3,True
Connecterra,NLD,,7,2,False
Crowd Cow,USA,WA,WA,2,False
Curapel,GBR,,C9,2,False
Datarista,USA,RI,RI,5,False
ezbuy,MYS,,14,3,True
Fresche Solutions,CAN,QC,QC,3,False
Frontier Car Group,DEU,,16,6,False
Future Finance,IRL,,7,6,False
Gatsby,USA,CA,CA,1,True
GoGuardian,USA,CA,CA,2,False
GUN,USA,CA,CA,3,False
Huikedu Group,CHN,,22,4,False
Hyasynth Bio,CAN,QC,QC,9,False
Lumina Networks,USA,CA,CA,1,False
Lyst,GBR,,H9,5,False
Mashvisor,USA,CA,CA,5,False
Medaxion,USA,TN,TN,9,False
Moxie,USA,CA,CA,1,True
NoPassword,USA,CA,CA,3,False
Northeast Ohio Medical University,USA,OH,OH,2,True
Phenom People,USA,PA,PA,3,False
Rapidly,USA,CA,CA,2,False
RealTime Clinic,USA,TX,TX,2,False
Reltio,USA,CA,CA,4,True
RE-Sure Inc,USA,MI,MI,2,False
Rover,USA,WA,WA,10,False
Schweiger Dermatology,USA,NY,NY,5,True
Shattuck Labs,USA,TX,TX,3,False
Skedaddle,USA,NY,NY,3,True
Smartivity,IND,,7,4,False
Sodyo,ISR,,4,1,False
Stoer,SWE,,26,2,False
Surkus,USA,CA,CA,3,False
TapImmune,USA,FL,FL,6,False
The Next Closet,NLD,,7,2,True
TopOPPS,USA,MO,MO,6,True
TransEnterix,USA,NC,NC,12,True
Trustdock,JPN,,40,1,True
unrd,GBR,,H9,1,False
UrtheCast,CAN,BC,BC,4,False
"Waggl, Inc.",USA,CA,CA,5,False
Wellntel,USA,WI,WI,4,True
YellowPepper,USA,FL,FL,6,True
Advanced Virtual,IRL,,4,2,False
Algaia,FRA,,A8,2,False
Almabase,USA,CA,CA,2,False
beWanted,ESP,,29,3,False
Biosyntia,DNK,,17,2,False
CareZone,USA,CA,CA,3,False
CIT Group,USA,NJ,NJ,1,True
ContentCal,GBR,,H9,4,False
DA Languages,GBR,,C5,1,True
Deako,USA,WA,WA,4,True
Edyoo,IND,,19,1,False
eLichens,FRA,,B9,2,False
Exterro,USA,OR,OR,1,False
FinalStraw,USA,CA,CA,1,True
ForeverCar,USA,IL,IL,4,False
Grão Direto,BRA,,14,1,False
GreenLight Medical,USA,TN,TN,2,False
Hugging Face,USA,NY,NY,2,False
Kronos Bio,USA,NY,NY,1,True
Learnmetrics,USA,IL,IL,2,False
Lidya,NGA,,5,2,False
MRL Ventures Fund,USA,MA,MA,1,True
MVision AI,FIN,,13,2,False
NH Hoteles,ESP,,29,1,False
NorthOne,CAN,ON,ON,2,False
payasUgym,GBR,,H9,6,False
Platform.sh,FRA,,A8,4,False
Playerhunter,AUT,,9,1,False
PURSUANT HEALTH,USA,GA,GA,11,True
Real Time Cases,USA,VA,VA,3,True
Sellpy,SWE,,26,4,False
Sensulin,USA,OK,OK,5,False
Sentry,USA,CA,CA,3,True
SMATSOCIAL,IND,,2,3,False
Sonnen,DEU,,2,6,False
Stay One Degree,HKG,,,1,False
Strata Oncology,USA,MI,MI,2,False
Superpedestrian,USA,MA,MA,4,False
Swiftpage,USA,CO,CO,2,True
Technis,CHE,,23,2,False
Tempow,FRA,,A8,2,False
The Giftery,USA,AR,AR,1,False
Tickled Media Pte Ltd,SGP,,,3,True
TruStory,USA,CA,CA,2,True
UPC Renewables,HKG,,,2,False
Virtuagym,NLD,,7,3,False
WeddingWire,USA,MD,MD,5,True
Wires Glasses,GBR,,H9,1,False
Wizata,LUX,,3,1,False
365talents,FRA,,B9,1,False
Amuse.io,SWE,,26,2,False
Atlantia Search,,,,3,True
BaseVenture,USA,CA,CA,3,True
BetterPlace Safety Solutions Pvt. Ltd.,IND,,19,2,False
Calyxt,USA,MN,MN,2,False
Canopy Biosciences,USA,MO,MO,2,False
Capitalizarme,CHL,,12,3,False
Cerkl,USA,OH,OH,5,False
Colorescience,USA,CA,CA,5,True
Crypto Cashout,USA,OK,OK,1,False
DAQO NEW ENERGY CORP,CHN,,30,3,False
Dashbird,EST,,1,1,False
Dooly,CAN,BC,BC,2,False
Drivemate,THA,,40,2,True
eggXYt,ISR,,6,3,False
Entocycle,GBR,,H9,5,False
"Envisagenics, Inc.",USA,NY,NY,6,True
First,USA,NC,NC,3,True
Haulio,SGP,,,2,False
Heal,USA,CA,CA,6,True
Hello Beauty,IDN,,4,1,False
Hidrate,USA,MN,MN,4,True
Honor,USA,CA,CA,3,True
Hooch,USA,NY,NY,3,False
Ideal Flatmate,GBR,,H9,3,True
Indeni,USA,CA,CA,4,True
INFANT,IRL,,4,2,True
Iris,CHN,,23,1,True
Janngo,CIV,,82,1,True
JOBOX.ai,USA,CA,CA,2,False
Like a Boss Games,SWE,,26,3,False
LockState,USA,CO,CO,3,False
Luma Health,USA,CA,CA,4,False
MatchDay Technologies,IRL,,7,3,False
McLaren Group,DEU,,7,1,False
Mented Cosmetics,USA,NY,NY,3,True
Mi-Me Financial,CHN,,23,1,True
Nextome,ITA,,13,4,False
Novel Effect,USA,WA,WA,3,True
Okera,USA,CA,CA,2,False
OM1,USA,MA,MA,2,True
Parabola,USA,CA,CA,2,False
Parker Dewey,USA,IL,IL,2,False
Platzi,USA,CA,CA,5,False
Realeyes,GBR,,H9,5,True
Renewate,IND,,16,1,False
Roomeze,USA,NY,NY,2,False
SenSen Networks Pty Ltd.,AUS,,7,1,False
SignalFx,USA,CA,CA,4,True
Smartbow,AUT,,4,2,False
StoreDot,ISR,,5,7,False
Terminal,USA,CA,CA,2,True
thyssenkrupp,DEU,,7,2,True
Ultromics,GBR,,K2,2,False
Uniper-care Technologies,ISR,,5,1,True
"Valimail, Inc.",USA,CA,CA,4,True
Vence,USA,CA,CA,3,False
Vervoe,AUS,,7,2,True
WAGZ,USA,NH,NH,2,False
Wayve,GBR,,C3,1,False
Windtree Therapeutics,USA,PA,PA,5,False
YourSmileDirect,IRL,,7,2,True
AISOMA AG,DEU,,5,2,False
Alkahest,USA,CA,CA,1,False
Ardelyx,USA,CA,CA,6,True
Axela Technologies,USA,FL,FL,1,False
BDS Analytics,USA,CO,CO,3,True
"Bestow, Inc.",USA,TX,TX,2,False
Cartesi,TWN,,3,2,False
Cesca Therapeutics,USA,CA,CA,2,False
Chipper,USA,TX,TX,1,True
Cidara Therapeutics,USA,CA,CA,6,False
Claim Di,THA,,40,2,True
CREXi,USA,CA,CA,3,False
Debut,GBR,,H9,4,False
"Deep BI, Inc.",USA,CA,CA,1,False
GameAccount Network,GBR,,H9,3,False
Grail,USA,CA,CA,3,True
Gravie,USA,MN,MN,6,True
HMD,FIN,,13,1,True
Hoop,GBR,,H9,2,True
Iora Health,USA,MA,MA,6,False
Izyshop,MOZ,,4,2,False
Kratos Defense and Security Solutions,USA,CA,CA,1,True
MadeComfy,AUS,,2,4,True
Medis Medical Imaging Systems BV,NLD,,11,2,False
Mobisy Technologies (Bizom),IND,,19,4,False
Nanit,USA,NY,NY,3,False
Observe.AI,USA,CA,CA,3,False
Orbbec,CHN,,30,1,False
Outreach,USA,WA,WA,7,True
Project Shivom,DEU,,2,1,False
Rocketium,IND,,19,1,False
Ruangguru,IDN,,4,6,False
SafetyCulture,AUS,,4,6,True
Shoes of Prey,USA,CA,CA,6,True
Tailwise,GBR,,H9,1,False
Tel Aviv University,ISR,,5,1,True
TraceAir,USA,CA,CA,3,False
TradingView,USA,IL,IL,5,False
Vodafone Qatar,QAT,,1,1,False
Kardian Autonomous Health Monitoring,CAN,ON,ON,2,False
SafeSurv,USA,TN,TN,1,False
Voicery,USA,CA,CA,4,False
S4M,FRA,,A8,5,True
Yellowdig,USA,PA,PA,4,False
Adzuna,GBR,,H9,8,False
Apexx FinTech,GBR,,H9,2,False
Bonfyre,USA,MO,MO,10,True
CarambolaTech,BRA,,27,1,True
Celyad,BEL,,10,4,False
COMAN Software,DEU,,14,1,False
Cuebiq,USA,NY,NY,2,True
Curio,GBR,,H9,3,False
Daysk,ESP,,56,1,False
Decent,USA,CA,CA,1,True
DisplayNote Technologies,GBR,,R3,2,False
Eazl,USA,IL,IL,2,False
FreightBazaar,IND,,2,1,False
Gamelynx,USA,CA,CA,4,False
Hashrental,IMN,,,1,False
Libryo,GBR,,H9,3,False
LivingLens,GBR,,H9,5,True
NewStore,USA,MA,MA,6,True
NexusEdge,USA,CA,CA,4,True
Nutriati,USA,VA,VA,2,False
Oak Street Health,USA,IL,IL,4,True
Opencare,USA,CA,CA,3,True
ORDRE,HKG,,,1,True
Provi,USA,IL,IL,3,False
Qlearsite - Organisational Science,GBR,,H9,2,False
REBBL,USA,CA,CA,3,True
REFLY.ME,MEX,,9,3,False
SELECT,USA,NY,NY,7,False
SENDITOO,GBR,,H9,3,False
Simple Contacts,USA,NY,NY,5,False
Superblocks,SWE,,26,1,False
Talespin,USA,CA,CA,2,False
Thankful,GBR,,T8,1,False
TourScanner,DEU,,4,1,False
Traqle Zrt,HUN,,8,4,True
Tueo Health,USA,CA,CA,4,True
TUNEGO,USA,NV,NV,7,False
Vantiq,USA,CA,CA,3,False
Zomedica,USA,MI,MI,3,True
"21Squared, Inc.",USA,CA,CA,1,False
Arevo Labs,USA,CA,CA,4,False
Aspen Pharmacare,ZAF,,,1,False
Bark & Co,USA,NY,NY,5,True
BioDelivery Sciences International,USA,NC,NC,5,False
Bionure,USA,CA,CA,3,True
Cerus,USA,CA,CA,2,False
Coding.net,CHN,,30,3,False
DigitalTown,USA,WA,WA,5,False
DoubleMe,USA,CA,CA,10,False
Embry,USA,MA,MA,2,True
Freetrade,GBR,,H9,4,False
Fundation,USA,NY,NY,4,False
iCrypto,USA,CA,CA,1,True
IDnow,DEU,,2,4,False
Incopro,GBR,,H9,1,True
Intercom,USA,CA,CA,8,True
Kaizen Health,USA,IL,IL,3,True
KayakFirst Kft,HUN,,7,1,False
kontakt.io,POL,,77,5,False
LendingPoint,USA,GA,GA,3,False
LogiMove,USA,CA,CA,1,True
Maisonette,USA,NY,NY,2,True
Maze.design,FRA,,A8,1,False
mfine,IND,,19,2,False
Mobilewalla,USA,NY,NY,5,False
Motorq,USA,CA,CA,1,False
MyDFS,IMN,,,1,False
Notarize,USA,MA,MA,4,False
Old Dominion National Bank,,,,2,True
Onconano Medicine,USA,TX,TX,2,False
Pamono,DEU,,16,2,False
Picup,ISR,,5,1,True
Precise Light Surgical,USA,CA,CA,2,False
ProcSea,CHE,,23,3,True
QuietOn Oy,FIN,,8,3,False
Reserve,USA,NY,NY,6,True
RippleMatch,USA,NY,NY,3,False
Scentbird,USA,NY,NY,4,True
Seabased,SWE,,21,1,False
Selected,USA,NY,NY,1,False
Self-Help Federal Credit Union,USA,CA,CA,1,False
Smart Monitor,USA,CA,CA,3,True
Sociolla,IDN,,4,3,True
"SoluTech, Inc.",USA,CT,CT,1,True
The Cell and Gene Therapy Catapult,GBR,,H9,1,True
Tika,USA,CA,CA,1,False
TrialBee,SWE,,27,4,False
Ubisecure,FIN,,13,2,False
VisualCamp,KOR,,13,5,False
Vorga,USA,CA,CA,1,True
Aireon,USA,VA,VA,2,False
BitoEX,CHN,,4,2,False
Cambridge Associates,USA,MA,MA,1,True
Canopy,USA,UT,UT,5,True
CareTaker Medical,USA,VA,VA,1,False
Claravine,USA,UT,UT,2,True
Compound Labs,USA,CA,CA,1,True
dashdash,DEU,,16,2,False
DC BLOX,USA,GA,GA,3,False
EcoTree,FRA,,A2,1,False
eSUB Construction Software,USA,CA,CA,3,True
Exacter,USA,OH,OH,4,False
Fitscript LLC,USA,CT,CT,3,True
Flash Therapeutics,FRA,,B3,1,True
Fog Pharmaceuticals,USA,MA,MA,2,True
Fyodor Biotechnologies,USA,MD,MD,1,True
Gooten,USA,NY,NY,6,False
High Brew Coffee,USA,TX,TX,3,False
InsightSquared,USA,MA,MA,5,False
Kela Group,ISR,,5,2,True
Korea Credit Data,KOR,,11,4,False
Levementum,USA,AZ,AZ,1,False
Lulus,USA,CA,CA,4,True
MEDOVEX,USA,GA,GA,1,False
Metabolomic Diagnostics,IRL,,4,8,False
MeVitae,GBR,,K2,5,True
Motorleaf,CAN,QC,QC,2,False
Mynd,USA,CA,CA,4,True
NeuroVasc Technologies,,,,3,False
OpenClassrooms,FRA,,A8,4,False
Parsable,USA,CA,CA,3,True
Peoople,ESP,,29,1,True
PlusOne,USA,CA,CA,2,False
Primal,CAN,ON,ON,2,False
RMDY Health,USA,NY,NY,1,True
RunSafe Security,USA,VA,VA,1,False
Teatime Games,ISL,,10,2,False
Tricorn,CHN,,22,5,False
Vimy Resources,AUS,,8,1,False
"Wantable, Inc.",USA,WI,WI,5,False
Workframe,USA,NY,NY,3,False
World Table,USA,UT,UT,1,False
Worldz,ITA,,9,6,False
128 Technology,USA,MA,MA,5,True
Aircall,FRA,,A8,6,True
AnyDesk Software,DEU,,1,2,False
Auth0,USA,WA,WA,5,True
Auvik Networks Inc.,CAN,ON,ON,4,True
Baania,THA,,2,1,True
Beam Dental,USA,OH,OH,4,False
Beautiful.AI,USA,CA,CA,2,False
Blueground,USA,NY,NY,4,True
BrainQ,ISR,,6,1,True
Cabin,USA,CA,CA,2,False
CellCentric,GBR,,C3,13,True
Celsius Therapeutics,USA,MA,MA,1,True
ChanceLight Behavioral Health,USA,TN,TN,1,False
Choosy,,,,3,True
Circle Cardiovascular Imaging,CAN,AB,AB,4,False
ClearRoad,USA,NY,NY,1,False
ConnXus,USA,OH,OH,6,True
Cowarobot,CHN,,23,2,False
Dapp.com,SGP,,,1,True
DeepCode,CHE,,25,1,False
DEXMA,ESP,,56,6,False
Dreams,USA,NY,NY,1,False
Drop,USA,CA,CA,9,True
Electric Capital,,,,1,False
e-Shang Redwood (ESR),HKG,,,4,False
Etix Everywhere,LUX,,3,2,False
Fairway Biomed,USA,MO,MO,1,False
Flare,THA,,40,1,False
Genoox,USA,CA,CA,5,False
Good Eggs,USA,CA,CA,7,True
Gravity Supply Chain,HKG,,,4,False
GreenFingers Mobile,ZAF,,,2,False
Habitalix,DEU,,16,1,False
Hail Merry Snacks,USA,TX,TX,3,False
Hera Health Solutions,USA,IL,IL,1,False
Insight Robotics,HKG,,,5,False
Integra LifeSciences Holdings,USA,NJ,NJ,1,False
Jio Technologies Limited,SGP,,,3,False
Karuna Health,USA,CA,CA,1,False
Ladder,USA,CA,CA,3,False
LNC Partners,USA,DC,DC,1,False
Luqa Pharmaceuticals,CHN,,3,2,False
MEI Pharma,USA,CA,CA,2,True
MemSQL,USA,CA,CA,6,True
Metawave,USA,CA,CA,3,True
Minute Media,GBR,,H9,6,True
Mitigram,SWE,,26,3,False
Narrator,USA,NY,NY,4,False
Nubity,MEX,,9,5,False
ODN,USA,DC,DC,1,True
Offer To Close,USA,CA,CA,1,False
OneMeter,POL,,78,2,False
Osprey Data,USA,CA,CA,5,False
paid,CAN,ON,ON,4,False
PathoQuest,FRA,,A8,4,True
Persosa,USA,AZ,AZ,1,False
Petcube,USA,CA,CA,9,False
PhoreMost,GBR,,C3,2,False
Please Assist Me,USA,TN,TN,1,True
Prisma,USA,CA,CA,2,False
Processa Pharmaceuticals,USA,MD,MD,1,False
Prolacta Bioscience,USA,CA,CA,7,False
Quarterback,USA,CA,CA,1,False
Rentlogic,USA,NY,NY,2,False
ResponSight,AUS,,7,3,False
"Restore Medical Solutions, Inc.",USA,TN,TN,13,False
Saildrone,USA,CA,CA,4,False
SecondKeys,USA,TN,TN,1,False
Shape Robotics,DNK,,17,3,True
Shock,GBR,,H9,2,False
ShopLook,USA,CA,CA,1,True
Sonder,USA,CA,CA,1,True
Stellar Biotechnologies,USA,CA,CA,7,False
StemBioSys,USA,TX,TX,3,False
Stewart Milne Group,GBR,,T5,1,False
Symaps.io,FRA,,A8,1,False
Ventec Life Systems,USA,WA,WA,4,False
Venus MedTech,CHN,,2,4,False
Vesper,USA,MA,MA,2,True
Welcome to the Jungle,FRA,,A8,3,True
Yardly,CAN,AB,AB,2,False
Airbeem,GBR,,H9,1,False
Alloy Technologies,USA,CA,CA,1,False
Amgine Technologies,USA,TX,TX,3,False
Ansun BioPharma,USA,CA,CA,4,False
Bluecall,AUS,,2,4,True
Breezi.io,USA,NC,NC,1,False
Canadian Pacific,CAN,AB,AB,1,True
Cellulant,KEN,,5,3,False
CipherHealth,USA,NY,NY,5,False
Citybox,CHN,,23,3,False
Clear Review,GBR,,H9,1,False
Clinical Ink,USA,NC,NC,7,False
Corrata,IRL,,7,1,False
CryptoMKT,CHL,,12,1,False
DADA,USA,NY,NY,1,True
Discngine,FRA,,A8,2,False
Fair Square Financial,USA,DE,DE,1,True
FE - Financial Express,GBR,,N7,1,False
FundRocket,USA,CA,CA,1,False
Grabbr,USA,TN,TN,2,False
Gymlib.com,FRA,,A8,4,False
Hopscotch,ARE,,3,1,True
Huixiadan,CHN,,22,1,False
iAnthus Capital Holdings,USA,NY,NY,2,False
Implandata Ophthalmic Products,DEU,,6,5,False
KAKEHASHI,JPN,,40,2,False
Kill Cliff,USA,GA,GA,3,False
LeadGenius,USA,CA,CA,5,True
Liberation Behavioral Health,USA,PA,PA,2,False
LinkGreen,CAN,ON,ON,2,False
Localeur,USA,TX,TX,5,False
MindAffect,NLD,,3,1,False
Moona,FRA,,A8,3,True
nChannel,USA,OH,OH,7,True
NOME,CHN,,30,1,False
PHYSEE Technologies,NLD,,11,1,False
POWWFUL,USA,IL,IL,1,True
Prosperoware,USA,PA,PA,1,True
Qventus,USA,CA,CA,6,True
Seguno,USA,NC,NC,1,False
Sharetribe,FIN,,13,4,False
Shift,,,,1,False
Springrole,USA,CA,CA,3,False
State of Place,USA,MA,MA,3,True
Teambrella,USA,FL,FL,2,False
TruValue Labs,USA,CA,CA,2,False
VAULT.IO,USA,NY,NY,1,False
VersaFleet,SGP,,,3,True
Virtuoso,,,,1,True
Volterra,USA,CA,CA,1,False
Vytalyx,USA,TX,TX,3,False
West Creek,USA,VA,VA,4,False
World Business Lenders,USA,NY,NY,3,False
Arabian Combustion Technologies,,,,1,False
Chakratec,ISR,,2,2,False
"Cognito, LLC",USA,MD,MD,1,False
Faylasof,JOR,,16,2,False
Mapistry,USA,CA,CA,4,True
Moove,IRL,,7,1,False
Pactster,GBR,,H9,1,True
Sourcery Technologies,USA,CA,CA,7,True
Xercise4less,,,,6,False
Apon Wellbeing,BGD,,81,1,False
CleanBnB,ITA,,9,2,False
Plantshop.ae,ARE,,3,1,False
Scroll Network,USA,CT,CT,3,False
The Block,,,,1,False
Virgin Mobile Middle East & Africa,ARE,,3,1,False
AdAdapted,USA,MI,MI,4,True
Albacross,SWE,,26,3,False
COCC,USA,CT,CT,4,False
Corin Group,GBR,,E6,1,False
Decision Sciences,USA,VA,VA,8,False
EcoLife,POL,,77,2,False
Element Data,USA,WA,WA,4,True
Eliport,ESP,,56,1,False
Globin Solutions,USA,PA,PA,1,False
Kangaroo,USA,NY,NY,1,False
Kent State University,USA,OH,OH,2,True
keyo AI,USA,CA,CA,2,False
MabSpace Biosciences,CHN,,4,2,True
MedCircuit,GBR,,I2,1,False
Meiwei Buyongdeng,CHN,,23,6,True
NomNomNow Inc.,USA,CA,CA,2,True
Odaily,CHN,,22,2,False
OPTIMIZERx,USA,MI,MI,3,False
OwlTing,TWN,,3,4,False
Own The Look,GBR,,H9,1,True
Oxilight,CAN,ON,ON,1,False
PATRON,JPN,,40,2,False
Perfect Sense Digital,USA,VA,VA,2,True
PhishLabs,USA,SC,SC,4,False
PlaceMake.io,,,,1,False
Plethora,USA,CA,CA,4,True
Quiena,,,,2,False
Red Canary,USA,CO,CO,3,False
Salunda,GBR,,K2,3,False
Schoolpal,CHN,,2,2,False
Spacious,USA,NY,NY,1,False
Swoogo,USA,CT,CT,1,True
Tamara Mellon,USA,CA,CA,2,True
Trillium Software,USA,MA,MA,1,True
U-HOP,PHL,,53,2,False
Wake,CHN,,22,1,False
AgHelp Corp.,USA,MI,MI,3,False
Amaryllis,USA,FL,FL,2,False
BitFusion.io,USA,TX,TX,3,False
BlastPoint,USA,PA,PA,4,True
Block Collider,USA,IL,IL,2,False
BorderX Lab,USA,CA,CA,2,False
BriteCore,USA,MO,MO,3,False
Browz,USA,TN,TN,3,True
Bushel,USA,ND,ND,2,False
Campsyte,USA,CA,CA,1,True
Charcoal Eats,IND,,16,2,False
Clean Energy Fuels,USA,CA,CA,1,False
ClickFox,USA,CO,CO,7,True
conDati,USA,CA,CA,2,True
Cricket Media,USA,VA,VA,7,True
diafyt,DEU,,13,3,False
"Direct Connect Logistix, Inc.",USA,IN,IN,1,False
EnjoyHQ,GBR,,H9,2,True
Felix Homes,USA,NY,NY,1,False
Forever Labs,USA,MI,MI,4,False
Fuze,USA,MA,MA,8,False
Gamma Technologies,USA,IL,IL,1,False
ixLayer,USA,CA,CA,1,False
JULO,IDN,,4,2,False
Moloco,USA,CA,CA,2,False
MUGO Inc.,ISR,,5,5,False
Myriad Mobile,USA,ND,ND,4,False
NFP,USA,NY,NY,2,True
OpenSea,USA,CA,CA,2,False
Patchd Medical,USA,CA,CA,4,False
PocketChange,USA,CO,CO,1,True
Renetti,DEU,,16,3,False
RepliCel Life Sciences,CAN,BC,BC,4,True
Scalyr,USA,CA,CA,4,False
SmartUQ,USA,WI,WI,5,False
Smileat,ESP,,29,3,False
Snazzy Media Group INC,USA,NY,NY,2,False
SORABITO,JPN,,40,3,False
Souche,CHN,,2,6,True
THRIVORS - The Cancer Care Companion,USA,MN,MN,1,True
Ulobby,DNK,,17,2,False
U Network,,,,1,False
University of Notre Dame,USA,IN,IN,2,True
Uoko.com,CHN,,32,4,False
Vonigo,CAN,BC,BC,1,False
Wing Tel,USA,NY,NY,2,False
Wonderlabs,CHN,,23,1,False
Yale University,USA,CT,CT,1,True
AI.Reverie,USA,NY,NY,1,False
Allevion Therapeutics,,,,1,False
At-Bay,USA,CA,CA,2,False
Axiom Exergy,USA,CA,CA,3,False
Bean Box,USA,WA,WA,4,False
Chromacity,GBR,,U8,3,False
Core Wellness,USA,CA,CA,2,True
CStone Pharmaceuticals,CHN,,4,2,False
Daraz.pk,PAK,,5,2,False
DREAM,GIB,,,1,True
Drishti,USA,CA,CA,3,False
ERP Maestro,USA,FL,FL,1,True
Financial Balance LLC,USA,TX,TX,1,False
Fixer,USA,IL,IL,2,False
Fuse Universal,GBR,,E8,2,False
Fusion Connect,USA,NY,NY,6,True
GB HealthWatch,USA,CA,CA,2,True
GrowGeneration,USA,CO,CO,6,False
Hash Lab,BRA,,27,2,False
Hatch Apps,USA,DC,DC,3,True
Life House,USA,NY,NY,3,True
Lita.co,FRA,,A8,1,True
LookingGlass Cyber Solutions,USA,VA,VA,7,True
LunaDNA,USA,CA,CA,2,True
Merit Labs,SGP,,,1,False
MURJ,USA,CA,CA,2,False
Novopay,NZL,,G2,1,False
Patronus.io,DEU,,16,2,False
Rainier Therapeutics,USA,CA,CA,5,True
Realtime Brackets,USA,TX,TX,1,False
Resson,CAN,NB,NB,3,False
Sail Internet,USA,CA,CA,3,False
SALIDO,USA,NY,NY,3,False
Sensor Networks,ZAF,,,2,False
Shopest,GBR,,H9,2,True
SimpleTire.com,USA,PA,PA,1,False
Starmind,CHE,,25,3,True
Tailor Brands,USA,NY,NY,3,True
Taloflow,CAN,BC,BC,2,False
Targetprocess,USA,NY,NY,1,False
Tork Motorcycles,IND,,16,3,False
Trussle,GBR,,H9,4,True
Unito,CAN,QC,QC,2,False
University of Maryland School of Medicine,USA,MD,MD,1,True
Vista: The World of You,USA,CA,CA,1,False
WebCertain,GBR,,Q5,1,False
Z Imaging,USA,MA,MA,1,False
0chain,USA,CA,CA,3,False
21North,IND,,19,1,False
Abokado,GBR,,H9,2,True
Advanced Enzymes,IND,,16,2,False
Alauda,CHN,,22,4,False
AlgoDriven,ARE,,3,2,False
Arrogene,USA,CA,CA,7,True
Avaamo,USA,CA,CA,3,False
Banyan,USA,UT,UT,4,True
Bewater Funds,ESP,,29,1,False
Brickblock,GIB,,,1,False
brightlamp,USA,IN,IN,3,False
Citigroup,USA,NY,NY,2,True
Cleverciti Systems,DEU,,2,2,True
CloudGenix,USA,CA,CA,3,False
Cyberwrite,ISR,,5,4,False
Dreamlines,DEU,,4,7,False
Examity,USA,MA,MA,3,False
Fuvar.hu Kft,HUN,,15,3,False
Galaxy eSolutions,,,,1,False
Gamalon,USA,MA,MA,3,True
"Genprex, Inc.",USA,TX,TX,6,False
HELM App,CAN,ON,ON,3,True
Hint Health,USA,CA,CA,3,False
Hoo-Kong,USA,NY,NY,2,True
HousingAnywhere,NLD,,11,4,False
IntelGenX,CAN,QC,QC,5,False
JAJA,USA,NY,NY,2,False
JumpCrew,USA,TN,TN,2,False
KeyedIn Solutions,USA,MN,MN,6,True
Kilimo,ARG,,5,5,False
Lyncean Technologies,USA,CA,CA,6,False
Mersino,USA,MI,MI,2,False
Myonexus Therapeutics,USA,OH,OH,2,False
Nebula Network,,,,1,False
NeuCyte,USA,CA,CA,1,False
Neurana Pharmaceuticals,USA,CA,CA,1,True
Owlet Baby Care,USA,UT,UT,5,False
Reconova Technologies,CHN,,7,2,False
Rev Worldwide,USA,TX,TX,4,False
Roswell Park Cancer Institute,USA,NY,NY,9,True
SafeBreach,USA,CA,CA,3,True
Sckipio Technologies,ISR,,5,6,False
SNOOZ,USA,IL,IL,3,False
Solv,USA,CA,CA,2,True
Strainprint Technologies,CAN,ON,ON,1,False
ThoughtSpot,USA,CA,CA,6,True
Travelio,IDN,,4,3,True
Vacayo,USA,NY,NY,2,True
VenueNext,USA,CA,CA,3,False
Xanadu,CAN,ON,ON,2,False
Xnor.ai,USA,WA,WA,2,True
Zembula,USA,OR,OR,3,False
Black Lake Technologies,CHN,,23,3,False
Bravatek,USA,TX,TX,1,True
Brightside,USA,CA,CA,1,False
Bubocar,ESP,,51,3,False
ClassWallet,USA,FL,FL,4,True
Cloudike,USA,CA,CA,2,False
Cloudvirga,USA,CA,CA,3,False
Combinati,USA,CA,CA,1,True
Dermata Therapeutics,USA,CA,CA,4,False
Fieldly,SWE,,27,5,False
Flect,JPN,,40,1,False
GoFrendly,SWE,,26,3,True
Kalray,FRA,,B9,3,False
KitchenTime,NOR,,2,3,False
LawnTap,USA,GA,GA,1,False
Learning Machine Technologies,USA,NY,NY,1,True
"Lifetech Scientific Co, Ltd",CHN,,30,1,False
LiGenTec,CHE,,23,1,False
Lula,USA,MA,MA,1,False
Lyra Health,USA,CA,CA,3,True
Mesosphere,USA,CA,CA,5,True
Miovision Technologies,CAN,ON,ON,5,True
mPulse Mobile,USA,CA,CA,4,True
Oncue,,,,2,True
Onde,USA,CA,CA,1,False
Printify,USA,CA,CA,2,False
Rugs USA,USA,NY,NY,1,False
StreamFluence,USA,FL,FL,2,False
The Purple Carrot,USA,MA,MA,5,False
TherOx,USA,CA,CA,6,False
ThinOptics,USA,CA,CA,2,False
uTu,USA,PA,PA,2,False
BOOKR Kids,HUN,,5,1,False
HotSauce.,USA,CA,CA,1,False
PayMate India,IND,,16,3,False
